"id","original_text","text","date","user","sentiment_score","polarity","intensity","dominant_emotion","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_confidence","fake_review_flag","credibility_score","credibility_band","topic","topic_probability"
2650,"@dajbelshaw sounds like my every day  except gym","sounds like my every day except gym",2033-04-03,"NeilAdam",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.333333333333333
2651,"My car arrived!! ....maybe i'll get it on thursday....damn paperwork","my car arrived!! maybe i'll get it on thursday damn paperwork",2033-04-04,"jazsander",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,0,FALSE,12.5,"Genuine",0.8,"High",2,0.390804597701149
2652,"Someone (@Ratsofatsorat) left a few sips of mocha in the reusable coffee mug.   Last week.  Now it's chunky","someone left a few sips of mocha in the reusable coffee mug last week now it's chunky",2033-04-05,"heycaryn",0,"Neutral","Neutral","Anger",1,0,0,1,0,1,0,0,FALSE,0,"Genuine",1,"High",2,0.35632183908046
2653,"Omg, whats with Windows Vista today. Tried installing it on my Windows 7 laptop and its died! Reinstall","omg whats with windows vista today tried installing it on my windows laptop and its died! reinstall",2033-04-06,"jiriteach",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.371584699453552
2654,"I mean nobody goes on this anymore  x","i mean nobody goes on this anymore x",2033-04-07,"evewilliamson",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.364197530864198
2655,"dear twitter... i have 4 bug bites on my leg. :\ they r itchyyyy....  haha just got outta the shower. uhh night.","dear twitter i have bug bites on my leg they r itchyyyy haha just got outta the shower uhh night",2033-04-08,"CindiBlink182",0,"Neutral","Neutral","Disgust",0,0,1,1,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.355191256830601
2656,"@thomassonora I had the same problem  #poken #error","i had the same problem poken error",2033-04-09,"samrag",-2,"Negative","Mild Negative","Sadness",0,0,0,1,0,2,0,0,FALSE,0,"Genuine",1,"High",2,0.33974358974359
2657,"@tracitoguchi Nah not really, feeling it come back on","nah not really feeling it come back on",2033-04-10,"DJSMOOK",0,"Neutral","Neutral","Anger",1,1,1,1,1,1,1,1,FALSE,0,"Genuine",1,"High",2,0.339393939393939
2658,"@MushyV Ahhhhh that Hoff programme sounded CLASSS!!!! I fuckin missed it  hopes there's a repeat innit","ahhhhh that hoff programme sounded classs!!!! i fuckin missed it hopes there's a repeat innit",2033-04-11,"EmLou85",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",0.8,"High",1,0.345029239766082
2659,"confused what he should do with his life","confused what he should do with his life",2033-04-12,"ank18",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.33974358974359
2660,"@grunt121 Good luck with The Big Meeting.    I hope the rumour mill is wrong.","good luck with the big meeting i hope the rumour mill is wrong",2033-04-13,"punctuation",0,"Neutral","Neutral","Anticipation",0,4,0,0,3,0,3,2,FALSE,0,"Genuine",1,"High",3,0.386904761904762
2661,"@j_xx is the white guy manager there? the one that shouts when you walk in?  I wanna go back and feast!","is the white guy manager there? the one that shouts when you walk in? i wanna go back and feast!",2033-04-14,"shinsh0ku",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,0,"Genuine",1,"High",1,0.362573099415205
2662,"no missing 17 again on thursday is the worst","no missing again on thursday is the worst",2033-04-15,"katexuereb",1,"Positive","Mild Positive","Fear",0,0,0,1,0,1,0,0,FALSE,12.5,"Genuine",1,"High",2,0.371069182389937
2663,"Hello world, i dont like to do physics.","hello world i dont like to do physics",2033-04-16,"mrkenjikwok",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.345679012345679
2664,"Going to the dentist again  I mean, tooth spa right @valeriekhoo ;)","going to the dentist again i mean tooth spa right",2033-04-17,"clarelancaster",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,"Genuine",1,"High",2,0.339393939393939
2665,"My boyfriend means the world to me but he just doesn't seem to see it ....muchless understand","my boyfriend means the world to me but he just doesn't seem to see it muchless understand",2033-04-18,"miss_sugarhigh",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.35632183908046
2666,"@Natazzz *hurt and sad*","hurt and sad",2033-04-19,"megelder",-2,"Negative","Mild Negative","Anger",1,0,0,1,0,1,0,0,FALSE,0,"Genuine",1,"High",2,0.33974358974359
2667,"Finished marking can't celebrate yet tho, got to communicate marks &amp; feedback to all those online students, rest of the night gone there","finished marking can't celebrate yet tho got to communicate marks amp feedback to all those online students rest of the night gone there",2033-04-20,"serendipitynz",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",2,0.364102564102564
2668,"Is still sick, hate this","is still sick hate this",2033-04-21,"Genula",-1,"Negative","Mild Negative","Disgust",1,0,2,1,0,2,0,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
2669,"Simon Felice is no longer playing with the Felice Brothers. I'm not sure how I feel about that.","simon felice is no longer playing with the felice brothers i'm not sure how i feel about that",2033-04-22,"almostheather",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.357575757575758
2670,"ears size 00 hurt  watching chaos theory!!! wonderful movie love it!","ears size hurt watching chaos theory!!! wonderful movie love it!",2033-04-23,"1022stephanie",1,"Positive","Mild Positive","Anger",2,1,0,2,2,2,1,2,FALSE,12.5,"Genuine",0.8,"High",1,0.350282485875706
2671,"going on holidays with my friend tomorrow exited but no twitter","going on holidays with my friend tomorrow exited but no twitter",2033-04-24,"SpaceCadetStina",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,12.5,"Genuine",1,"High",1,0.357575757575758
2672,"Looks like the Nobel peace prize is simply a popularity contest   http://tinyurl.com/cffz4h","looks like the nobel peace prize is simply a popularity contest",2033-04-25,"sievans",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,0,"Genuine",1,"High",2,0.351190476190476
2673,"oww the poor darling    Body of missing Tracy girl Sandra Cantu  found inside suitcase www.tinyurl.com/dfhvzg  #tracy","oww the poor darling body of missing tracy girl sandra cantu found inside suitcase tracy",2033-04-26,"HelpFindMyChild",-1,"Negative","Mild Negative","Joy",0,0,0,1,2,1,0,2,FALSE,0,"Genuine",1,"High",1,0.349462365591398
2674,"ugh why did my mum wake me up so early!! 8:45 geesh! I NEED SLEEP! And @princessnadys...there is noth  awww","ugh why did my mum wake me up so early!! geesh! i need sleep! and there is noth awww",2033-04-27,"AyshieMarie",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,25,"Genuine",0.8,"High",3,0.345029239766082
2675,"but I have to work now, so no time to play","but i have to work now so no time to play",2033-04-28,"michielovereem",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.345679012345679
2676,"@haylieofficial every night","every night",2033-04-29,"saramohr",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.33974358974359
2677,"No post or even any email, nobody loves you when your down, I'd take a long walk but don't have energy to get out of chair","no post or even any email nobody loves you when your down i'd take a long walk but don't have energy to get out of chair",2033-04-30,"sonyfony",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,25,"Genuine",1,"High",1,0.371584699453552
2678,"via @chrismevans: Argh.  Driving into London today.  Made a wrong turn at Kings-X - stuck in an extra 30 minutes of logjam traffic","via argh driving into london today made a wrong turn at kings x stuck in an extra minutes of logjam traffic",2033-05-01,"SNWUSA",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.354166666666667
2679,"@mattg00d i dont like you not having internet. You dont tweet as much.","i dont like you not having internet you dont tweet as much",2033-05-02,"kyleskywalker",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.369047619047619
2680,"@jodie_lane JODIE? ARE YOU AWAKE? ARE YOU HUNGRY? DO YOU NEED ANYTHING? coz i'm leaving. coz you wont talk to me","jodie? are you awake? are you hungry? do you need anything? coz i'm leaving coz you wont talk to me",2033-05-03,"whatsernamenic",0,"Neutral","Neutral","Anticipation",0,2,0,0,0,0,0,0,FALSE,12.5,"Genuine",0.75,"High",3,0.367231638418079
2681,"@llaacceeyy haha i'm not a good cook at all  it looks pretty foul right now. love having voguettes on twitter yay! nice to meet you x","haha i'm not a good cook at all it looks pretty foul right now love having voguettes on twitter yay! nice to meet you x",2033-05-04,"erickaaa",-3,"Negative","Mild Negative","Joy",1,2,1,1,3,0,1,2,FALSE,12.5,"Genuine",1,"High",1,0.375661375661376
2682,"Needs to go to the dentist now. What a perfect start for the holidays,hm?","needs to go to the dentist now what a perfect start for the holidays hm?",2033-05-05,"browneyeedsoul",1,"Positive","Mild Positive","Anticipation",0,2,0,0,1,0,0,1,FALSE,12.5,"Genuine",1,"High",3,0.333333333333333
2683,"has no milk for a cup of tea","has no milk for a cup of tea",2033-05-06,"Nanojim",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.352201257861635
2684,"MOTHER FUCKERS. CHANGING THE ROTAS WITHOUT TELLING ME = NOT COOL. OFF TO WORK.","mother fuckers changing the rotas without telling me not cool off to work",2033-05-07,"EasyLeesy",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,1,0,1,FALSE,12.5,"Genuine",1,"High",3,0.333333333333333
2685,"why can I not add my boyfriend!!!!!","why can i not add my boyfriend!!!!!",2033-05-08,"SarahECase",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",0.8,"High",2,0.352201257861635
2686,"arghhhhhh , can`t put a profile picture here , so i`m sorry guy`s , don`t know what to do now","arghhhhhh can t put a profile picture here so i m sorry guy s don t know what to do now",2033-05-09,"chimmygirl",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,"Genuine",0.75,"High",2,0.350282485875706
2687,"@lolzitsmel  Paranormal was pretty good tonight!","paranormal was pretty good tonight!",2033-05-10,"wendyisastar",1,"Positive","Mild Positive","Anticipation",0,2,0,0,2,0,1,2,FALSE,12.5,"Genuine",1,"High",3,0.371069182389937
2688,"@Glinner Don't think that's the right username for Mr Brooks","don't think that's the right username for mr brooks",2033-05-11,"threefromleith",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.364197530864198
2689,"Its a grey day in London come back sun all is forgiven","its a grey day in london come back sun all is forgiven",2033-05-12,"lmizon",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,"Genuine",1,"High",1,0.369047619047619
2690,"I HATE WINDOWS MOVIE MAKER....  SONY VEGAS COME BACK!! I cant download it anymore. My brother banned me from downloading.. ? (","i hate windows movie maker sony vegas come back!! i cant download it anymore my brother banned me from downloading ?",2033-05-13,"mantegurl",1,"Positive","Mild Positive","Anger",1,0,1,1,0,1,0,1,TRUE,25,"Genuine",0.8,"High",1,0.354166666666667
2691,"i cant stop laughing @ this burger king commerical.....im so easily amused","i cant stop laughing this burger king commerical im so easily amused",2033-05-14,"Msjackson88",0,"Neutral","Neutral","Joy",0,0,0,0,2,0,0,0,FALSE,0,"Genuine",1,"High",2,0.362573099415205
2692,"@davidkudrev It's just a pity that Facebook Chat has exceeded even MSN's amazingly level of unreliability!","it's just a pity that facebook chat has exceeded even msn's amazingly level of unreliability!",2033-05-15,"dryfter",0,"Neutral","Neutral","Joy",0,0,0,0,1,1,1,1,FALSE,25,"Genuine",1,"High",3,0.362573099415205
2693,"Pity I'll have to remove it because it's irrelevant.","pity i'll have to remove it because it's irrelevant",2033-05-16,"jamesirwin1",0,"Neutral","Neutral","Sadness",1,0,0,1,0,2,0,0,FALSE,12.5,"Genuine",1,"High",2,0.352201257861635
2694,"Hubby has such a tight scedule for us during easter vaca that its stressing me out... 8 visits all over Denmark in 6 days","hubby has such a tight scedule for us during easter vaca that its stressing me out visits all over denmark in days",2033-05-17,"emblita",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.339393939393939
2695,"@rickrodgers just kidding man. RIM doesn't even have a sync client for Linux, and the opensync package sucks  at least it can charge lolz","just kidding man rim doesn't even have a sync client for linux and the opensync package sucks at least it can charge lolz",2033-05-18,"anhhung",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",1,"High",2,0.35978835978836
2696,"..... Oh and my agents had me booked out the wrong days.  X1000000","oh and my agents had me booked out the wrong days x1000000",2033-05-19,"saramohr",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.352201257861635
2697,"going out with josh, of course i broke up with will but was it the right thing to do???? i feel so bad  so confused...","going out with josh of course i broke up with will but was it the right thing to do???? i feel so bad so confused",2033-05-20,"zazz308",-4,"Negative","Mild Negative","Fear",1,0,1,2,0,2,0,0,FALSE,25,"Genuine",1,"High",3,0.344444444444444
2698,"i wish my new glasses weren't so expensive","i wish my new glasses weren't so expensive",2033-05-21,"theorangegirl",-1.5,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.357575757575758
2699,"Yummy pizza for dinner. Top of mouth burnt now though","yummy pizza for dinner top of mouth burnt now though",2033-05-22,"rachelbowley",0,"Neutral","Neutral","Anticipation",0,1,1,0,0,0,1,1,FALSE,0,"Genuine",1,"High",1,0.35632183908046
2700,"Literally spitting blood.","literally spitting blood",2033-05-23,"timothydclark",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.371069182389937
2701,"im just a little bit bored down here in warrnambool  only so many animal docos you can handle","im just a little bit bored down here in warrnambool only so many animal docos you can handle",2033-05-24,"manuelamunoz",-1.5,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.415204678362573
2702,"Wordpress is being a bitch-ass bitch! Otherwise there'd be a new Silence remix up","wordpress is being a bitch ass bitch! otherwise there'd be a new silence remix up",2033-05-25,"Beatfiasco",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",2,0.351190476190476
2703,"@casasteve VW forums are a nightmare for that. Enthusiasts on forums always results in politics and bitching!","vw forums are a nightmare for that enthusiasts on forums always results in politics and bitching!",2033-05-26,"jim_taylor",0,"Neutral","Neutral","Anger",1,0,0,1,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.357575757575758
2704,"is awake at a sensible time and is doing alot of coursework bohoo","is awake at a sensible time and is doing alot of coursework bohoo",2033-05-27,"Megantraceyhunt",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.345679012345679
2705,"@Schofe That sounds like a great show! Shame I'm at work","that sounds like a great show! shame i'm at work",2033-05-28,"Voneron",1,"Positive","Mild Positive","Disgust",0,0,1,1,0,1,0,1,FALSE,0,"Genuine",1,"High",2,0.369047619047619
2706,"@Wyldceltic1 so i read! i'm glad you're doing better.","so i read! i'm glad you're doing better",2033-05-29,"tacce",1.5,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.345679012345679
2707,"@emperoremil yup. I'm at work. I'm on midshift na e.","yup i'm at work i'm on midshift na e",2033-05-30,"gelzie",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.33974358974359
2708,"@burjz UGH I DIDN'T MEAN TO SIGN OFF and then when I got back you were gone","ugh i didn't mean to sign off and then when i got back you were gone",2033-05-31,"statelines",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.362573099415205
2709,"My baby's heading for Perth","my baby's heading for perth",2033-06-01,"tink_65",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.371069182389937
2710,"uh D: why did the dentists hurt today. holy crap i feel like my teeth are all about to fall out","uh d why did the dentists hurt today holy crap i feel like my teeth are all about to fall out",2033-06-02,"geevongore",-1,"Negative","Mild Negative","Sadness",1,0,1,1,0,2,0,0,FALSE,0,"Genuine",1,"High",2,0.367231638418079
2711,"Nobody will let me make one giant cookie","nobody will let me make one giant cookie",2033-06-03,"shayeshaaye",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.351190476190476
2712,"going for a ride i hate my legs","going for a ride i hate my legs",2033-06-04,"caliwightman",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.364197530864198
2713,"feels sick and needs foood. i cant find my camera anywhere!  last night was good. lindsay's house is pretty ruined eek.","feels sick and needs foood i cant find my camera anywhere! last night was good lindsay's house is pretty ruined eek",2033-06-05,"karaxo",-1,"Negative","Mild Negative","Anticipation",1,2,2,1,2,2,1,2,FALSE,0,"Genuine",1,"High",3,0.391534391534392
2714,"@omkar_kurode : you won coz i created &quot;avenues&quot; for you! and yeah, i made the mistake of choosing TANGO over ZONE","you won coz i created quot avenues quot for you! and yeah i made the mistake of choosing tango over zone",2033-06-06,"meghanaksagar",-1,"Negative","Mild Negative","Sadness",0,0,0,0,0,1,0,0,FALSE,12.5,"Genuine",1,"High",3,0.350282485875706
2715,"Sometimes YouTube has no sound on Ubuntu","sometimes youtube has no sound on ubuntu",2033-06-07,"ubuntu365",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.345679012345679
2716,"cannot find her phone","cannot find her phone",2033-06-08,"daniellec_x",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.33974358974359
2717,"might have to go to hospital on my foot for an x-ray, have to wait for the doctor to call me back to confirm, I HATE HOSPITALS!!!","might have to go to hospital on my foot for an x ray have to wait for the doctor to call me back to confirm i hate hospitals!!!",2033-06-09,"Faniel",-1,"Negative","Mild Negative","Fear",1,1,1,2,0,2,0,2,FALSE,25,"Fake",0.55,"Medium",3,0.355191256830601
2718,"Ahh sorry ya';ll for not being able to twitter from the show my phone so did not work in there at all  But brit was amazeing....ahhh","ahh sorry ya' ll for not being able to twitter from the show my phone so did not work in there at all but brit was amazeing ahhh",2033-06-10,"ShadderdGlass",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,12.5,"Genuine",1,"High",1,0.35632183908046
2719,"I'm so damn tired today, actually I need to take a nap when I'm at home but there's no time","i'm so damn tired today actually i need to take a nap when i'm at home but there's no time",2033-06-11,"warki",1.5,"Positive","Mild Positive","Anger",1,1,1,0,1,0,0,0,TRUE,25,"Genuine",1,"High",3,0.361111111111111
2720,"Just woke up, tiresome times","just woke up tiresome times",2033-06-12,"_rosiposi",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.352201257861635
2721,"@Heromancer come back to orlando again sooon! i couldn't make it to the show, sadly","come back to orlando again sooon! i couldn't make it to the show sadly",2033-06-13,"courtniecupcake",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,1,FALSE,12.5,"Genuine",1,"High",2,0.345029239766082
2722,"wishes Restaurant City or Pet Society could be ported to the iPhone/iTouch.  http://plurk.com/p/n0lb0","wishes restaurant city or pet society could be ported to the iphone itouch",2033-06-14,"hazeru",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.362573099415205
2723,"not twittering in the past 22 days obviously. 1:40AM and taking a small break from ochem.","not twittering in the past days obviously 40am and taking a small break from ochem",2033-06-15,"vividaether",0,"Neutral","Neutral","Surprise",0,0,0,0,0,0,1,0,FALSE,0,"Genuine",1,"High",3,0.380116959064328
2724,"omg this bed is making me sick  i cant even sleep in it","omg this bed is making me sick i cant even sleep in it",2033-06-16,"patheticfool",0,"Neutral","Neutral","Disgust",0,0,1,0,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.362573099415205
2725,"On our way to the hospital... please keep praying.","on our way to the hospital please keep praying",2033-06-17,"melissa_mk",0,"Neutral","Neutral","Fear",0,0,0,1,0,1,0,1,FALSE,0,"Genuine",1,"High",2,0.339393939393939
2726,"just had a bowl of bran flakes and is about to ave a shower and do revision!","just had a bowl of bran flakes and is about to ave a shower and do revision!",2033-06-18,"Domashwin",0,"Neutral","Neutral","Disgust",0,0,1,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.375757575757576
2727,"@phillColeman I had it as low as 3.5 last night","i had it as low as last night",2033-06-19,"samsworldofno",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
2728,"@SarahLSharp oops, feel like i'm breaking a few hearts now","oops feel like i'm breaking a few hearts now",2033-06-20,"emmaglazier",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.357575757575758
2729,"@ShystieUK wish me luck gotta go london ging great olmand street for a appointment really scared  xxxx","wish me luck gotta go london ging great olmand street for a appointment really scared xxxx",2033-06-21,"NDubzlover19",1.5,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,0,FALSE,12.5,"Genuine",1,"High",3,0.371584699453552
2730,"@__dev_dsp Hrm, your last two posts make it sound like I'm holding you back.","hrm your last two posts make it sound like i'm holding you back",2033-06-22,"grimreaperess",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.373563218390805
2731,"@etnobofin even google translator does not get it","even google translator does not get it",2033-06-23,"jcverdie",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.345679012345679
2732,"might have to go to hospital for my foot for an x-ray, have to wait for the doctor to call me back to confirm, I HATE HOSPITALS!!!","might have to go to hospital for my foot for an x ray have to wait for the doctor to call me back to confirm i hate hospitals!!!",2033-06-24,"Faniel",-1,"Negative","Mild Negative","Fear",1,1,1,2,0,2,0,2,FALSE,25,"Fake",0.55,"Medium",3,0.371584699453552
2733,"thi M4 v?  , c�i ??u b? ?i�n","thi m4 v? c i ??u b? ?i n",2033-06-25,"ban2vip",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",0,0
2734,"I know I shouldn't feel upset about losing a follower. Who was probably a porn star or trying to sell me something. And yet, I do.","i know i shouldn't feel upset about losing a follower who was probably a porn star or trying to sell me something and yet i do",2033-06-26,"saradia",-1,"Negative","Mild Negative","Anger",2,1,1,0,1,2,0,2,FALSE,0,"Genuine",0.75,"High",1,0.35978835978836
2735,"ARGH...Firefox has just removed a Bookmarks folder - my SharePoint folder including all links within   No idea why/how","argh firefox has just removed a bookmarks folder my sharepoint folder including all links within no idea why how",2033-06-27,"DPyett",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.350282485875706
2736,"@delustre I wanna watch Dollhouse!  I haven't seen any eps yet. I &lt;3 Eliza Dushku so much lol","i wanna watch dollhouse! i haven't seen any eps yet i lt eliza dushku so much lol",2033-06-28,"shotdown",0,"Neutral","Neutral","Anticipation",0,1,0,1,0,0,0,0,FALSE,12.5,"Genuine",0.75,"High",3,0.345029239766082
2737,"@KourtneyKardash I need get my beach bod back","i need get my beach bod back",2033-06-29,"rashisha",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,0,FALSE,0,"Genuine",1,"High",1,0.345679012345679
2738,"Just saw Dan off neighbours walking down Chapel street...random!!!! Feeling like they are going to fire me at work  any1 got a job going","just saw dan off neighbours walking down chapel street random!!!! feeling like they are going to fire me at work any1 got a job going",2033-06-30,"Ynenny",0,"Neutral","Neutral","Fear",1,1,1,2,1,1,1,1,FALSE,12.5,"Genuine",0.8,"High",3,0.348717948717949
2739,"@jansmells maybe you should stop being so lazy","maybe you should stop being so lazy",2033-07-01,"shinsh0ku",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.371069182389937
2740,"@goosed sorry for procrastinating while you were gone","sorry for procrastinating while you were gone",2033-07-02,"YESrewind",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
2741,"@macbatchelor Ah! won't be at rehearsal tonight  We are awaiting the imminent arrival!","ah! won't be at rehearsal tonight we are awaiting the imminent arrival!",2033-07-03,"Simesh",0,"Neutral","Neutral","Anticipation",0,2,0,1,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.357575757575758
2742,"@clairefallen Nah, everyone!","nah everyone!",2033-07-04,"potternuts",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.33974358974359
2743,"Snow in April? This sucks!","snow in april? this sucks!",2033-07-05,"peterkash",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.333333333333333
2744,"@colbsi Flickr's not letting me view it - says it's private","flickr's not letting me view it says it's private",2033-07-06,"rob_caporetto",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.345679012345679
2745,"@MissWyn I bet you are  I remember Easter as a kid was so excited, you'll have a great day!","i bet you are i remember easter as a kid was so excited you'll have a great day!",2033-07-07,"sillypucci",3,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,"Genuine",1,"High",3,0.339080459770115
2746,"@xambix wow, welcome home eh  that's well shit, especially just coming back off holiday!!! Some fucking people!","wow welcome home eh that's well shit especially just coming back off holiday!!! some fucking people!",2033-07-08,"thisistc",0,"Neutral","Neutral","Anticipation",1,2,1,0,1,0,0,0,FALSE,12.5,"Genuine",0.8,"High",2,0.375661375661376
2747,"@BlueEyedBomber EXCELLENT!!! Missed you Saturday night","excellent!!! missed you saturday night",2033-07-09,"kimbers_mack",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,25,"Genuine",0.8,"High",3,0.345679012345679
2748,"@Tiahn good coz you don't have to be there....bad coz you don't get paid","good coz you don't have to be there bad coz you don't get paid",2033-07-10,"cjharrison",0,"Neutral","Neutral","Anger",1,1,1,1,1,1,1,1,FALSE,12.5,"Genuine",1,"High",3,0.390804597701149
2749,"It was going to be sunny today, right? Why do forecasters always put my hopes up?  #fb","it was going to be sunny today right? why do forecasters always put my hopes up? fb",2033-07-11,"vasvalch",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,0,FALSE,12.5,"Genuine",1,"High",3,0.362573099415205
2750,"@Ollien33 and @carousella - I can't    I have another doctors appointment at 9 and another one at 11. Sucks.","and i can't i have another doctors appointment at and another one at sucks",2033-07-12,"euphoricdreamer",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.345029239766082
