"id","original_text","text","date","user","sentiment_score","polarity","intensity","dominant_emotion","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_confidence","topic","topic_probability"
1977,"mkay deal","mkay deal",2009-04-06,"omg_pichu",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,3,0.215686274509804
1978,"i miss you you were my first follower lt we need to talk more! or do a vlogbrothers thing and communicate thru vlogs","i miss you you were my first follower lt we need to talk more! or do a vlogbrothers thing and communicate thru vlogs",2009-04-06,"iKasperr",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,2,FALSE,0,3,0.224137931034483
1979,"i love lush products they're products smell and feel so good","i love lush products they're products smell and feel so good",2009-04-06,"roseydough",3,"Positive","Mild Positive","Disgust",1,1,2,0,2,1,1,1,FALSE,0,1,0.236363636363636
1980,"my whip cream is melting","my whip cream is melting",2009-04-07,"Monkeyboy8",0,"Neutral","Neutral","Anger",1,1,0,0,1,0,1,0,FALSE,0,5,0.230769230769231
1981,"give our love to paul smith aka","give our love to paul smith aka",2009-04-07,"wendywings",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,1,FALSE,0,2,0.222222222222222
1982,"pray for me please the ex is threatening to start sh at my our babies 1st birthday party what a jerk and i still have a headache","pray for me please the ex is threatening to start sh at my our babies 1st birthday party what a jerk and i still have a headache",2009-04-06,"RoseMaryK",0,"Neutral","Neutral","Anticipation",2,3,1,2,2,0,3,1,FALSE,0,2,0.254237288135593
1983,"is losing her hubby for a week tomorrow for work easter and all","is losing her hubby for a week tomorrow for work easter and all",2009-04-07,"carleensteele",0,"Neutral","Neutral","Anger",1,1,0,0,0,1,0,0,FALSE,0,5,0.214285714285714
1984,"agreed","agreed",2009-04-06,"far1983",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,1,0.215686274509804
1985,"hhh it's times like that when you want things to stay right then someone comes and wrecks it","hhh it's times like that when you want things to stay right then someone comes and wrecks it",2009-04-07,"xamylouise",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.241379310344828
1986,"is tired","is tired",2009-04-07,"kyrabeth",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.215686274509804
1987,"a photoshoot eyy' im sure you will all look hot ! come back to brighton !! say hellooo to the boys love you loads xxxxxx","a photoshoot eyy' im sure you will all look hot ! come back to brighton !! say hellooo to the boys love you loads xxxxxx",2009-04-07,"iloveyouuJLS",1,"Positive","Mild Positive","Anger",1,0,0,0,1,0,0,0,FALSE,12.5,1,0.262295081967213
1988,"or how about a i love your blog sign from harold that would be cool!","or how about a i love your blog sign from harold that would be cool!",2009-04-06,"snedwan",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,0,FALSE,0,1,0.222222222222222
1989,"is my way the right way? yes is it the only quot right way quot ? um no not at all i just know what works for me and my clients","is my way the right way? yes is it the only quot right way quot ? um no not at all i just know what works for me and my clients",2009-04-06,"markdavidson",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.229508196721311
1990,"is with the flu","is with the flu",2009-04-07,"moonscraps",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,0,5,0.215686274509804
1991,"looooooong day ahead! another sunny day","looooooong day ahead! another sunny day",2009-04-06,"moniakk",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,0,FALSE,0,2,0.232142857142857
1992,"tried to get up earlier today didn't work out","tried to get up earlier today didn't work out",2009-04-06,"kieranmcgrady",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.25
1993,"i love that aussie cattle dog story","i love that aussie cattle dog story",2009-04-06,"mactavish",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,0,FALSE,0,1,0.259259259259259
1994,"the cars in fast and furious get me excited","the cars in fast and furious get me excited",2009-04-06,"danielleamona",1,"Positive","Mild Positive","Anger",1,1,1,0,1,0,1,1,FALSE,0,5,0.236363636363636
1995,"i'm really cold i don't want to go to sleep yet but there's nothing to do","i'm really cold i don't want to go to sleep yet but there's nothing to do",2009-04-06,"catrienmaxwell",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,1,0.224137931034483
1996,"oh! i'm so sorry i didn't think about that before retweeting","oh! i'm so sorry i didn't think about that before retweeting",2009-04-06,"cyantist",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,5,0.207547169811321
1997,"lots of revision to do tonight too for my final assessments more assessments today as well pass mark is harsh","lots of revision to do tonight too for my final assessments more assessments today as well pass mark is harsh",2009-04-06,"projiuk",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.241379310344828
1998,"just said bye to rose on the upside we've been together for eleven months","just said bye to rose on the upside we've been together for eleven months",2009-04-06,"JimiBrady",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,5,0.210526315789474
1999,"it's a brand new day dr horrible is awesome!!!","it's a brand new day dr horrible is awesome!!!",2009-04-06,"debraKetchner",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,0,0,0,FALSE,12.5,5,0.218181818181818
2000,"no much traffic at the vacation time but the few cars are driving more than crazy most germans are very agressive drivers i miss canada","no much traffic at the vacation time but the few cars are driving more than crazy most germans are very agressive drivers i miss canada",2009-04-06,"Yakoda",0,"Neutral","Neutral","Anticipation",1,2,0,1,1,1,0,0,FALSE,12.5,3,0.216666666666667
2001,"my paronychia hurts","my paronychia hurts",2009-04-07,"mysmileisarifle",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.215686274509804
2002,"definitely no vacation for me","definitely no vacation for me",2009-04-06,"francheza",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,0,FALSE,0,5,0.211538461538462
2003,"damnit i was really digging this season of reaper","damnit i was really digging this season of reaper",2009-04-06,"browncoat24",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.230769230769231
2004,"the sun is shining gotta get to work","the sun is shining gotta get to work",2009-04-07,"scialom1",0,"Neutral","Neutral","Anticipation",0,2,0,0,2,0,1,1,FALSE,0,2,0.254545454545455
2005,"the last season of the hills what will one do with oneself when it ends?","the last season of the hills what will one do with oneself when it ends?",2009-04-07,"dianabobar",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.214285714285714
2006,"i'm on brookes computer on piczo and twitter watching viva la bam ?luv it? its am and still in my skinny jeans","i'm on brookes computer on piczo and twitter watching viva la bam ?luv it? its am and still in my skinny jeans",2009-04-06,"giraffey44",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.241379310344828
2007,"prodigy were ace last night! only managed a few hours sleep last night not feeling myself today have a cool day guys","prodigy were ace last night! only managed a few hours sleep last night not feeling myself today have a cool day guys",2009-04-07,"mercuryspectra",0,"Neutral","Neutral","Anger",1,1,1,1,1,1,1,1,FALSE,0,2,0.265625
2008,"yeah it is brutal at least it's not until june lmao but i'm excited then we have to get onto another plane to canada lol","yeah it is brutal at least it's not until june lmao but i'm excited then we have to get onto another plane to canada lol",2009-04-07,"natalieannem",-1,"Negative","Mild Negative","Anger",1,1,0,1,1,0,1,1,FALSE,37.5,5,0.225806451612903
2009,"thank you hope it's not going the suck way today! lol!! yes i am aware that sounds soooo wrong!!","thank you hope it's not going the suck way today! lol!! yes i am aware that sounds soooo wrong!!",2009-04-06,"Locococomoco",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,1,FALSE,25,5,0.225806451612903
2010,"stage is just about complete naw to wait a few days fo stages to come then bam! ill have the hottest hair in z world","stage is just about complete naw to wait a few days fo stages to come then bam! ill have the hottest hair in z world",2009-04-06,"kiahxkitty",0,"Neutral","Neutral","Anger",1,1,1,1,0,1,0,0,FALSE,0,1,0.229508196721311
2011,"i miss 'em too","i miss 'em too",2009-04-06,"KWelkeBrom",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.215686274509804
2012,"would love to stress that her last status was directed towards her wonderful parents not her amazing twitter contacts!","would love to stress that her last status was directed towards her wonderful parents not her amazing twitter contacts!",2009-04-06,"Halucynating",-3,"Negative","Mild Negative","Joy",0,0,0,0,2,0,1,1,FALSE,0,5,0.213114754098361
2013,"i miss my kitty cats","i miss my kitty cats",2009-04-07,"vannypack",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.245283018867925
2014,"today is our two month anniversary!!! i love you sooooooo much diana omg you dont even know tar heels won the ncaa woot!!!!!","today is our two month anniversary!!! i love you sooooooo much diana omg you dont even know tar heels won the ncaa woot!!!!!",2009-04-06,"zubatnpsyduck",-1,"Negative","Mild Negative","Joy",0,0,0,0,1,0,0,0,FALSE,12.5,2,0.253731343283582
2015,"back at work tired as hell and i feel a cold coming","back at work tired as hell and i feel a cold coming",2009-04-06,"EkoEko_Azarak",-1,"Negative","Mild Negative","Anger",1,1,1,1,0,1,0,0,FALSE,0,5,0.210526315789474
2016,"aww how depressing!","aww how depressing!",2009-04-06,"kelz017",0,"Neutral","Neutral","Disgust",0,0,1,0,0,1,0,0,FALSE,0,4,0.211538461538462
2017,"why don't the hot guys from my gym get on my train in the morning? it's always full of dullards","why don't the hot guys from my gym get on my train in the morning? it's always full of dullards",2009-04-07,"SimonArloff",0,"Neutral","Neutral","Anger",1,0,0,0,0,0,0,0,FALSE,25,1,0.23728813559322
2018,"i'm sorry emma is swarley a goldfish? i'm sad for u","i'm sorry emma is swarley a goldfish? i'm sad for u",2009-04-06,"GillianMe",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,1,0.230769230769231
2019,"aww moe! i was planning on leaving tomorrow evening are you gonna be in town by chance?","aww moe! i was planning on leaving tomorrow evening are you gonna be in town by chance?",2009-04-06,"acnewhouse",0,"Neutral","Neutral","Anticipation",0,2,0,0,0,0,1,1,FALSE,0,2,0.224137931034483
2020,"yay hannah montanas on disney channel fun not","yay hannah montanas on disney channel fun not",2009-04-07,"MAGGIECHICKEN",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,0,FALSE,12.5,5,0.218181818181818
2021,"and i'm happy with it! it just wasn't easy in the least!","and i'm happy with it! it just wasn't easy in the least!",2009-04-06,"alkane22",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,0,1,FALSE,12.5,4,0.272727272727273
2022,"amazon mp3 downloads down to 29p so much for my cheers","amazon mp3 downloads down to 29p so much for my cheers",2009-04-07,"pauly",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.222222222222222
2023,"its okay ive done it once didnt but wooo stayed up longer then expected lol","its okay ive done it once didnt but wooo stayed up longer then expected lol",2009-04-06,"Ach3l3s",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,25,5,0.224137931034483
2024,"can zack tell me how to edit my bio profile? why create a login at a different co's site to get an answer from bt techhelp?","can zack tell me how to edit my bio profile? why create a login at a different co's site to get an answer from bt techhelp?",2009-04-06,"_Kaden_",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,0,FALSE,0,5,0.245901639344262
2025,"still on my quot lions amp tigers amp bears quot shyt but god is good consequently i will be too","still on my quot lions amp tigers amp bears quot shyt but god is good consequently i will be too",2009-04-07,"NewBread",1,"Positive","Mild Positive","Anticipation",0,2,0,1,2,0,1,2,FALSE,12.5,3,0.224137931034483
2026,"hehe watch out for it tho have a great morning at your end","hehe watch out for it tho have a great morning at your end",2009-04-06,"ambarhamid",1,"Positive","Mild Positive","Anticipation",0,1,0,1,0,0,0,0,FALSE,0,3,0.25
2027,"heh heh","heh heh",2009-04-06,"Scyranth",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.230769230769231
2028,"man intervention is soo sad","man intervention is soo sad",2009-04-06,"collegepolitico",-1,"Negative","Mild Negative","Sadness",0,0,0,0,0,1,0,0,FALSE,0,1,0.226415094339623
2029,"i know i dont know why i said that","i know i dont know why i said that",2009-04-06,"Fang04",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.240740740740741
2030,"why do other pet care people try to run others out of business? or send suspicious e mails fishing for info?","why do other pet care people try to run others out of business? or send suspicious e mails fishing for info?",2009-04-06,"SleepyShadow",0,"Neutral","Neutral","Anger",1,1,0,0,0,0,0,0,FALSE,0,2,0.216666666666667
2031,"quot bruce springsteen embarks on world tour quot apparently oz is on some other unworldly planet","quot bruce springsteen embarks on world tour quot apparently oz is on some other unworldly planet",2009-04-07,"ria_awesome",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.232142857142857
2032,"i just friended you on lj","i just friended you on lj",2009-04-06,"mponder",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.215686274509804
2033,"i personally feel that the school needs to be a little more helpful to innocent kids like us","i personally feel that the school needs to be a little more helpful to innocent kids like us",2009-04-06,"blovesb",0,"Neutral","Neutral","Trust",0,0,0,0,1,0,0,3,FALSE,0,2,0.220338983050847
2034,"well she's going into hospital this morning jumps up and down with excitement","well she's going into hospital this morning jumps up and down with excitement",2009-04-06,"PeachyPictures",0,"Neutral","Neutral","Anticipation",0,1,0,1,1,1,1,1,FALSE,0,3,0.236363636363636
2035,"airlie is sick and now mason is sick too he is going to miss his school disco","airlie is sick and now mason is sick too he is going to miss his school disco",2009-04-07,"momentbymoment1",0,"Neutral","Neutral","Disgust",0,0,1,0,0,1,0,1,FALSE,0,5,0.210526315789474
2036,"wednesday my b day! don't know what do!!","wednesday my b day! don't know what do!!",2009-04-06,"viviana09",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,1,0.240740740740741
2037,"just had a real good moment i missssssssss him so much","just had a real good moment i missssssssss him so much",2009-04-06,"marie_censored",1.5,"Positive","Mild Positive","Trust",0,1,0,0,1,0,1,2,FALSE,0,4,0.236363636363636
2038,"but of course bud","but of course bud",2009-04-06,"jaymoney510",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.215686274509804
2039,"i would if i was your gf","i would if i was your gf",2009-04-06,"onelovah",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,0,0
2040,"running nose spinning head not a good combination for a meeting!","running nose spinning head not a good combination for a meeting!",2009-04-06,"aisyahsamsudin",-1,"Negative","Mild Negative","Anticipation",0,1,1,0,1,0,1,1,FALSE,0,3,0.214285714285714
2041,"brahbrah ugh bed in a hour","brahbrah ugh bed in a hour",2009-04-07,"drxgirlfriend",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.207547169811321
2042,"work like you don't need money love like you've never been hurt amp dance like no one's watching good night tweethearts! till tomo","work like you don't need money love like you've never been hurt amp dance like no one's watching good night tweethearts! till tomo",2009-04-06,"Pianca",1,"Positive","Mild Positive","Joy",2,2,0,1,4,1,2,3,FALSE,25,1,0.235294117647059
2043,"you are so right for saying that and good for you that you said it!! good night!! xoxo","you are so right for saying that and good for you that you said it!! good night!! xoxo",2009-04-06,"westernmasskat",3,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,1,FALSE,12.5,3,0.263157894736842
2044,"was the 1st time i used the lightbox so a bit rough but wanted to do it before she got too big!","was the 1st time i used the lightbox so a bit rough but wanted to do it before she got too big!",2009-04-06,"thehumanaught",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,3,0.228070175438596
2045,"good nite everbody i had a long day and did a project now it is finally time to get some rest peace","good nite everbody i had a long day and did a project now it is finally time to get some rest peace",2009-04-06,"wEeNiE_LaLa_",1,"Positive","Mild Positive","Anticipation",0,5,1,0,3,0,2,3,FALSE,12.5,3,0.274193548387097
2046,"i just saw that they found that tracy girl in a piece of luggage how fucking terrible","i just saw that they found that tracy girl in a piece of luggage how fucking terrible",2009-04-06,"iggyp",-1,"Negative","Mild Negative","Anger",1,0,1,1,1,1,0,1,FALSE,0,4,0.220338983050847
2047,"at mobilityvic org launch no grog nice video from pwc though","at mobilityvic org launch no grog nice video from pwc though",2009-04-06,"one_sock",-1,"Negative","Mild Negative","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,4,0.218181818181818
2048,"i really hate how people diss my bands! trace is clearly not ugly!","i really hate how people diss my bands! trace is clearly not ugly!",2009-04-06,"BrookeAmanda",1.5,"Positive","Mild Positive","Disgust",1,0,2,1,0,1,0,0,FALSE,0,4,0.25
2049,"west mostly san jose and san francisco","west mostly san jose and san francisco",2009-04-06,"Andrael",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.232142857142857
2050,"now i'm happy","now i'm happy",2009-04-06,"emoducksunite",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,0,1,FALSE,0,4,0.230769230769231
2051,"frosted wheats in milk for my midnight snack","frosted wheats in milk for my midnight snack",2009-04-06,"ashalaraelynn",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.207547169811321
2052,"missin' the boo","missin' the boo",2009-04-06,"mscha",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.211538461538462
2053,"why are you still up?","why are you still up?",2009-04-06,"GiaNichole",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.215686274509804
2054,"perfectly ripe and fresh banana goes in the bag arrive at office it looks like it has been hit by a freight train poor banana","perfectly ripe and fresh banana goes in the bag arrive at office it looks like it has been hit by a freight train poor banana",2009-04-07,"robcthegeek",-1,"Negative","Mild Negative","Anger",1,1,0,0,0,0,0,0,FALSE,12.5,1,0.28125
2055,"lol dont ask i was being nice given a ride shit started bar b cueing on the freeway lmao i been had mine ready","lol dont ask i was being nice given a ride shit started bar b cueing on the freeway lmao i been had mine ready",2009-04-07,"Rullet",-1,"Negative","Mild Negative","Anger",1,1,1,0,0,0,0,0,FALSE,12.5,1,0.225806451612903
2056,"aaaaaaaaaah still cold outside at least it's sunny! for now that is","aaaaaaaaaah still cold outside at least it's sunny! for now that is",2009-04-07,"pantelee",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,0,FALSE,0,4,0.214285714285714
2057,"if oooonly we were really so lucky eh? and awh definitely too early for work","if oooonly we were really so lucky eh? and awh definitely too early for work",2009-04-06,"silverytides",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,1,0,FALSE,0,5,0.214285714285714
2058,"morning","morning",2009-04-06,"jerichoK",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.215686274509804
2059,"good morning twitt dudes for all around the world","good morning twitt dudes for all around the world",2009-04-06,"Cyberela",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,3,0.214285714285714
2060,"just been playing with the new mobbler v0 and it adds some great new features but won't play music on my e71 like v0 did","just been playing with the new mobbler v0 and it adds some great new features but won't play music on my e71 like v0 did",2009-04-06,"gerrymoth",1,"Positive","Mild Positive","Joy",0,0,0,0,1,1,0,0,FALSE,12.5,4,0.216666666666667
2061,"off to london for the day on thursday it's gonna be raining oh fab won't see much on the london eye! still robbie won't care bless him","off to london for the day on thursday it's gonna be raining oh fab won't see much on the london eye! still robbie won't care bless him",2009-04-06,"Podpodley",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,12.5,4,0.215384615384615
2062,"doing some architectural modeling for a change now going smooth so far intuos m is looking very tempting can't get one yet","doing some architectural modeling for a change now going smooth so far intuos m is looking very tempting can't get one yet",2009-04-07,"piippo_",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,0,3,0.213114754098361
2063,"you probably neded it thank god that you are o k have a good day across the pond","you probably neded it thank god that you are o k have a good day across the pond",2009-04-06,"ShawnORourke",1,"Positive","Mild Positive","Anticipation",0,2,0,1,2,0,1,2,FALSE,0,2,0.228070175438596
2064,"off to work","off to work",2009-04-07,"markbrown83",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.215686274509804
2065,"uh february something haha! imy!","uh february something haha! imy!",2009-04-07,"one_four_three",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,5,0.207547169811321
2066,"i never found her everytime i click on her twitter thing through your myspace it goes to some dude's page","i never found her everytime i click on her twitter thing through your myspace it goes to some dude's page",2009-04-06,"MichaelPe",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,12.5,5,0.254237288135593
2067,"e ria um pouco","e ria um pouco",2009-04-06,"Cauzzz",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,0,0
2068,"sa bagay you eat pancakes with bacon naman haha interesting i shall try it","sa bagay you eat pancakes with bacon naman haha interesting i shall try it",2009-04-06,"manilaguide",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.245614035087719
2069,"twitter is down?","twitter is down?",2009-04-07,"joshslifestream",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.215686274509804
2070,"i think i met my first quot snob quot on twitter tonight too bad life goes on!","i think i met my first quot snob quot on twitter tonight too bad life goes on!",2009-04-06,"PamelaPJA",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,12.5,3,0.233333333333333
2071,"motivated to sleep but i'm feeling quite icky","motivated to sleep but i'm feeling quite icky",2009-04-07,"kacidbrown",1.5,"Positive","Mild Positive","Anger",1,1,1,1,1,1,1,1,FALSE,12.5,2,0.226415094339623
2072,"is going to priceline city tomorrow but lost her 'must haves' list","is going to priceline city tomorrow but lost her 'must haves' list",2009-04-07,"laurenmcartney",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,1,0,0,FALSE,25,3,0.232142857142857
2073,"glad to hear it thanks for letting me know","glad to hear it thanks for letting me know",2009-04-07,"LilianChisca",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,0,0,FALSE,0,5,0.236363636363636
2074,"not sure to tell u the truth it's been so long since i've seen him but ask sumo's daddy he has full custody lol","not sure to tell u the truth it's been so long since i've seen him but ask sumo's daddy he has full custody lol",2009-04-07,"justinezeisman",0,"Neutral","Neutral","Trust",0,1,0,0,0,0,0,2,FALSE,37.5,5,0.213114754098361
2075,"i find your tweets are extraordinarily and consistently positive given my own last tweet i could take a page from your book","i find your tweets are extraordinarily and consistently positive given my own last tweet i could take a page from your book",2009-04-06,"gtangjr",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.23728813559322
2076,"hey there ! how are you today?","hey there ! how are you today?",2009-04-06,"Dezuray",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.211538461538462
2077,"haha there is a bit of that! makes getting up early easier too","haha there is a bit of that! makes getting up early easier too",2009-04-06,"puerhan",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,5,0.232142857142857
2078,"he wrote most of the album but ironically the singles he did not write","he wrote most of the album but ironically the singles he did not write",2009-04-06,"ReallyCookin",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,5,0.207547169811321
2079,"we'll have a geek off next time you are in tahoe!! but you need to get miss vicky jay reciting star wars by then","we'll have a geek off next time you are in tahoe!! but you need to get miss vicky jay reciting star wars by then",2009-04-06,"a99kitten",0,"Neutral","Neutral","Anticipation",0,2,0,0,1,0,0,1,FALSE,25,2,0.241379310344828
2080,"i think php would be much better if they got rid of half of the functions in the language","i think php would be much better if they got rid of half of the functions in the language",2009-04-06,"darkon_",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.241379310344828
2081,"just leaving the parking lot of work!","just leaving the parking lot of work!",2009-04-06,"krbleyle",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.236363636363636
2082,"is it possible to die from coughing? it sucks being ill","is it possible to die from coughing? it sucks being ill",2009-04-06,"luciebartlett",0,"Neutral","Neutral","Fear",1,0,1,2,0,2,0,0,FALSE,0,3,0.236363636363636
2083,"aww you're leaving me? just was hoping for input i have avatars in the rp thread on mtp torn on personality","aww you're leaving me? just was hoping for input i have avatars in the rp thread on mtp torn on personality",2009-04-07,"LadyErlynne",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.232142857142857
2084,"just started to work but it's the last one before holidayholiday!!","just started to work but it's the last one before holidayholiday!!",2009-04-06,"Emertia",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,4,0.236363636363636
2085,"when a national championship was won and band members welcome to an elite group cheers quot mr fuchs's toast to us go heels","when a national championship was won and band members welcome to an elite group cheers quot mr fuchs's toast to us go heels",2009-04-07,"jordanwv",0,"Neutral","Neutral","Joy",0,1,0,0,2,0,0,1,FALSE,0,4,0.213114754098361
2086,"coffee! and in less than 24h back on the plane","coffee! and in less than 24h back on the plane",2009-04-06,"Kreisquadratur",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.203703703703704
2087,"slept badly still feel like hell but maybe not as bad as yesterday why am i always ill when i take time off work?","slept badly still feel like hell but maybe not as bad as yesterday why am i always ill when i take time off work?",2009-04-07,"ianjeffray",1,"Positive","Mild Positive","Sadness",3,1,3,3,0,4,0,0,FALSE,25,2,0.21875
2088,"it's just like school except there's even more homework and everyone's a lot nicer normally","it's just like school except there's even more homework and everyone's a lot nicer normally",2009-04-06,"pleasefindthis",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,1,FALSE,25,4,0.216666666666667
2089,"ok my tweet peep i must head to bed now got to take a test in law tomorrow is it summer yet? anyway much love and huggers","ok my tweet peep i must head to bed now got to take a test in law tomorrow is it summer yet? anyway much love and huggers",2009-04-07,"veronica78",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,0,1,FALSE,0,3,0.272727272727273
2090,"good morning dougie","good morning dougie",2009-04-06,"yumi123",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,3,0.226415094339623
2091,"i get sad when ppl shave their moustaches i don't know if i'd cry about it tho","i get sad when ppl shave their moustaches i don't know if i'd cry about it tho",2009-04-06,"bronte_saurus",-1,"Negative","Mild Negative","Sadness",0,0,0,0,0,1,0,0,FALSE,12.5,2,0.228070175438596
2092,"layin down i dont feel well","layin down i dont feel well",2009-04-06,"ItzherS0le",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.240740740740741
2093,"only one to fill that position they've just tightened our borders or something which sucks i want you to move here!","only one to fill that position they've just tightened our borders or something which sucks i want you to move here!",2009-04-07,"emmaketurah",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,4,0.220338983050847
2094,"i was just thinking that today how deprssing it all is! makes us appreciate life more","i was just thinking that today how deprssing it all is! makes us appreciate life more",2009-04-07,"msJLoh",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.232142857142857
2095,"just joined twitter and doesnt know anyone yet","just joined twitter and doesnt know anyone yet",2009-04-07,"shmulyh",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.228070175438596
2096,"cry","cry",2009-04-06,"Nessie",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,2,0.215686274509804
