"id","date","user","source","original_text","text","ground_truth","final_sentiment","sentiment_score","polarity","intensity","dominant_emotion","emotion_intensity","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_label","sarcasm_confidence"
2832,2009-04-06,"ilikeoreos","Sentiment140","Hoping the tummy rumbles go away soon ","hoping the tummy rumbles go away soon","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2833,2009-04-06,"danielcalderonL","Sentiment140","@aniita_0517 Ani!! You finally discovered twitterworld!! hehe welcome!!!!   Oh this is so good! ","ani!! you finally discovered twitterworld!! hehe welcome!!!! oh this is so good!","Positive","Positive",0,"Neutral","Neutral","Anticipation",9,0,2,1,0,2,0,2,2,FALSE,"Non-Sarcastic",12.5
2834,2009-04-06,"augustine25","Sentiment140","@CaTaxRevolt The nice thing about being clean and sober is that no one can accuse you of thinking like an alcoholic or a drug addict. ","the nice thing about being clean and sober is that no one can accuse you of thinking like an alcoholic or a drug addict","Positive","Positive",-1,"Negative","Mild Negative","Joy",2,0,0,0,0,1,0,0,1,FALSE,"Non-Sarcastic",0
2835,2009-04-06,"nicola_davidson","Sentiment140","Only �18, that's brill! I can see my pic now, did I disappear for a while? Strange. ","only that's brill! i can see my pic now did i disappear for a while? strange","Positive","Positive",0,"Neutral","Neutral","Fear",1,0,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",0
2836,2009-04-07,"littlemissmcee","Sentiment140","its time ","its time","Positive","Positive",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2837,2009-04-06,"Celz29","Sentiment140","@adame ruddy money!! i like it!! still waiting here.... oh what a surprise... by state too?? hmmm....... seriously!! ","ruddy money!! i like it!! still waiting here oh what a surprise by state too?? hmmm seriously!!","Negative","Negative",0,"Neutral","Neutral","Joy",8,1,1,0,1,2,0,2,1,FALSE,"Non-Sarcastic",12.5
2838,2009-04-06,"alanzeyes","Sentiment140","@tim_grainger nah, I haven't received my stimulus yet ","nah i haven't received my stimulus yet","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2839,2009-04-06,"yo_its_shannon","Sentiment140","i'm feeling somewhat artistic...time to break out the sketching pad, i feel a new dress design coming ","i'm feeling somewhat artistic time to break out the sketching pad i feel a new dress design coming","Positive","Positive",0,"Neutral","Neutral","Anticipation",11,1,3,1,1,1,1,2,1,FALSE,"Non-Sarcastic",0
2840,2009-04-06,"DanceMassTV","Sentiment140","good morning @mariaandros i like that song too.. im praying now ","good morning i like that song too im praying now","Positive","Positive",1,"Positive","Mild Positive","Anticipation",4,0,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",0
2841,2009-04-06,"kaancornelio","Sentiment140","@zeet75 Hahaha. ) I'm taking HRIM.  So I think it's only basic math. ","hahaha i'm taking hrim so i think it's only basic math","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",37.5
2842,2009-04-06,"NaturallySpun","Sentiment140","@KnitLuck I have crocheted washcloths in my store - afghanartistry ","i have crocheted washcloths in my store afghanartistry","Positive","Positive",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2843,2009-04-06,"hanniespice","Sentiment140","jake shows me gh metallica  http://pikchur.com/t4c","jake shows me gh metallica","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2844,2009-04-06,"fuzzywuzzy1","Sentiment140","@shortiethug how come ur background covers the screen but mine is in the corner? ","how come ur background covers the screen but mine is in the corner?","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2845,2009-04-07,"rsefuck","Sentiment140","@Cuckolds I'm being set up again except now I'll have to watch her with 2 huge membered guys, I feel like a hat stand ","i'm being set up again except now i'll have to watch her with huge membered guys i feel like a hat stand","Negative","Negative",0,"Neutral","Neutral","Anticipation",2,0,1,0,1,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2846,2009-04-06,"John2x","Sentiment140","my little pinky finger hurts so much.. ","my little pinky finger hurts so much","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2847,2009-04-06,"AprilFilms","Sentiment140","sitting here watching a lovely young man watch anime on youtube   Sweet  He's so interesting ","sitting here watching a lovely young man watch anime on youtube sweet he's so interesting","Positive","Positive",0,"Neutral","Neutral","Anticipation",14,0,4,0,1,3,1,3,2,FALSE,"Non-Sarcastic",0
2848,2009-04-06,"Spectral_Hunter","Sentiment140","Really enjoying my DSi. Will update pics, profile, etc. tomorrow. Off to bed ","really enjoying my dsi will update pics profile etc tomorrow off to bed","Positive","Positive",0,"Neutral","Neutral","Anticipation",4,0,2,0,0,1,0,0,1,FALSE,"Non-Sarcastic",0
2849,2009-04-06,"kmvoges","Sentiment140","Today its biz side vs dev side @yunoo  Tennis, bowling &amp; beers! Let the games begin...","today its biz side vs dev side tennis bowling amp beers! let the games begin","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2850,2009-04-06,"ChelsiMarie","Sentiment140","@mykele sayyyy whaaaa? I wasn't invited... ","sayyyy whaaaa? i wasn't invited","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2851,2009-04-06,"daveingland","Sentiment140","@rhonda_brown thanks for the tip on Sam's Club! ","thanks for the tip on sam's club!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2852,2009-04-06,"MummaBear","Sentiment140","@paulmonkey yes has all the sugar and salt to rehydrate you quickly ","yes has all the sugar and salt to rehydrate you quickly","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2853,2009-04-06,"tilleywilly","Sentiment140","walking home from school drains all my energy ","walking home from school drains all my energy","Negative","Negative",0,"Neutral","Neutral","Trust",1,0,0,0,0,0,0,0,1,FALSE,"Non-Sarcastic",0
2854,2009-04-07,"marco_cali","Sentiment140","@marcfennell I should be in that photo ","i should be in that photo","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2855,2009-04-06,"hoosfoos","Sentiment140","Another day at centre point - this time an early start so guessing train will be rammed with commuters ","another day at centre point this time an early start so guessing train will be rammed with commuters","Negative","Negative",0,"Neutral","Neutral","Anticipation",2,0,2,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2856,2009-04-06,"Kenichan","Sentiment140","@aiorselvar A brand spanking new Aior, to boot ","a brand spanking new aior to boot","Positive","Positive",0,"Neutral","Neutral","Anger",1,1,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2857,2009-04-06,"softspokenmc","Sentiment140","http://twitpic.com/2y2tq - So far, it is interesting. ","so far it is interesting","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2858,2009-04-06,"meizii","Sentiment140","interpretor...sounds cool  ,but i am soo sleepy XD","interpretor sounds cool but i am soo sleepy xd","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2859,2009-04-07,"kverme","Sentiment140","I'm gonna try and sleep now  it's 3:07, and i'm kinda tired this time. My wonderful bed is waiting for me. Sick, strep throat :/. Night&lt;3","i'm gonna try and sleep now it's and i'm kinda tired this time my wonderful bed is waiting for me sick strep throat night lt","Positive","Positive",0,"Neutral","Neutral","Anticipation",6,0,1,1,0,1,1,1,1,FALSE,"Non-Sarcastic",12.5
2860,2009-04-06,"Wyldceltic1","Sentiment140","@KevinPeterson the 2G cases were like that. But scratches don't void your warrenty, dents do... As I found out ","the 2g cases were like that but scratches don't void your warrenty dents do as i found out","Negative","Negative",0,"Neutral","Neutral","Joy",2,0,0,0,0,1,0,0,1,FALSE,"Non-Sarcastic",12.5
2861,2009-04-06,"curtiskid","Sentiment140","A three day week! Oh, if every working week was three days! ","a three day week! oh if every working week was three days!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2862,2009-04-06,"BlokesLib","Sentiment140","@TerriCook I have the same problem here .... but with rabbits   #blib","i have the same problem here but with rabbits blib","Positive","Positive",-1,"Negative","Mild Negative","Fear",2,0,0,0,1,0,1,0,0,FALSE,"Non-Sarcastic",12.5
2863,2009-04-06,"Grandroyale","Sentiment140","Studying philosophy and math... &lt;----BLAH aka listening to music and on twitter, facebook, and myspace ","studying philosophy and math lt blah aka listening to music and on twitter facebook and myspace","Positive","Positive",0,"Neutral","Neutral","Joy",2,0,0,0,0,1,1,0,0,FALSE,"Non-Sarcastic",12.5
2864,2009-04-06,"alicebeneicke","Sentiment140","Fed bokkie too many birthday treats-sicko ","fed bokkie too many birthday treats sicko","Negative","Negative",0,"Neutral","Neutral","Anticipation",3,0,1,0,0,1,0,1,0,FALSE,"Non-Sarcastic",0
2865,2009-04-07,"JMcMurdo","Sentiment140","@WallyDWallower I love cold pizza for b'fast! Mmm! ","i love cold pizza for b'fast! mmm!","Positive","Positive",1,"Positive","Mild Positive","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
2866,2009-04-06,"ofodak","Sentiment140","@laurange You better believe it  Don't panic! There's still time!","you better believe it don't panic! there's still time!","Positive","Positive",0,"Neutral","Neutral","Anticipation",2,0,1,0,1,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2867,2009-04-06,"Emmiz","Sentiment140","@Fang04 i dont know how to tell u this, but ive found soemone else...jk ","i dont know how to tell u this but ive found soemone else jk","Positive","Positive",0,"Neutral","Neutral","Joy",2,0,0,0,0,1,0,0,1,FALSE,"Non-Sarcastic",12.5
2868,2009-04-07,"sylvied","Sentiment140","Morning - how nice to see everyone is awake and chirp - it helps ","morning how nice to see everyone is awake and chirp it helps","Positive","Positive",1,"Positive","Mild Positive","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",12.5
2869,2009-04-06,"ryanmwilson","Sentiment140","@Roses_Are_Red yay thx ","yay thx","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2870,2009-04-06,"The_PHP_Jedi","Sentiment140","@lhawthorn What a coincidence! I was just stalking your Twitter feed and the GSoC news. ;) I'm doing great, thanks. How about you? ","what a coincidence! i was just stalking your twitter feed and the gsoc news i'm doing great thanks how about you?","Positive","Positive",1,"Positive","Mild Positive","Surprise",1,0,0,0,0,0,0,1,0,FALSE,"Non-Sarcastic",0
2871,2009-04-06,"FAKELeah","Sentiment140","@RumLover No! u supposed to be my date ","no! u supposed to be my date","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2872,2009-04-07,"Rullet","Sentiment140","Taken my black 2 sleep Good Night Twitter Familyyyyyyyyyyyy  / if u aint hierd the new music listen now myspace.com/russianrullet1 Enjoy","taken my black sleep good night twitter familyyyyyyyyyyyy if u aint hierd the new music listen now myspace com russianrullet1 enjoy","Positive","Positive",1,"Positive","Mild Positive","Joy",10,0,2,0,0,3,2,1,2,FALSE,"Non-Sarcastic",0
2873,2009-04-06,"una_avion2010","Sentiment140","@suitelifeofkell yeah, well, we'll still talk about it, he just wont have any idea  plus i havent even talked ta him bout it yet","yeah well we'll still talk about it he just wont have any idea plus i havent even talked ta him bout it yet","Positive","Positive",0,"Neutral","Neutral","Anger",2,1,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2874,2009-04-06,"veronica78","Sentiment140","HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you ","hey guys everyone add please and thank you","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",25
2875,2009-04-06,"xo_amanda_xo","Sentiment140","@mrskutcher it's only 1am here...i'm just on my way TO bed lol. weird. hope you have a good morning! ","it's only 1am here i'm just on my way to bed lol weird hope you have a good morning!","Positive","Negative",1,"Positive","Mild Positive","Anticipation",9,0,2,1,0,2,0,2,2,TRUE,"Sarcastic",25
2876,2009-04-07,"Oli_li","Sentiment140","penalty scored at Tynecastle. Still got beat though! ","penalty scored at tynecastle still got beat though!","Negative","Negative",0,"Neutral","Neutral","Anger",3,1,0,0,1,0,1,0,0,FALSE,"Non-Sarcastic",0
2877,2009-04-06,"Mark_Milly","Sentiment140","*honestly* jus went to a random page on Myspace &amp; they had my song on their profile!  that shit was random but jus makes me work harder!","honestly jus went to a random page on myspace amp they had my song on their profile! that shit was random but jus makes me work harder!","Positive","Positive",0,"Neutral","Neutral","Anger",2,1,0,1,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2878,2009-04-06,"zac_in_ak","Sentiment140","@AK_NG you are not insane your husband tho not to sure ","you are not insane your husband tho not to sure","Positive","Positive",0,"Neutral","Neutral","Anger",2,1,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",0
2879,2009-04-06,"missbritts","Sentiment140","Going to bed and then up early to prep for an interview in Cleveland tomorrow ","going to bed and then up early to prep for an interview in cleveland tomorrow","Positive","Positive",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2880,2009-04-06,"rose2784","Sentiment140","Cherry blossoms are sooo beautiful.  I love spring.","cherry blossoms are sooo beautiful i love spring","Positive","Positive",2,"Positive","Mild Positive","Joy",2,0,0,0,0,2,0,0,0,FALSE,"Non-Sarcastic",0
2881,2009-04-06,"ForzaRagazza","Sentiment140","Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly. ","whinging my client amp boss don't understand english well rewrote some text unreadable it's written by v good writer amp reviewed correctly","Negative","Negative",1,"Positive","Mild Positive","Anticipation",4,0,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",12.5
2882,2009-04-07,"Cezzadwen","Sentiment140","@ACTinglikeamama Oh, you have a recipe for gyros? I developed an addiction in Germany, and haven't been able to find any I like in Aus. ","oh you have a recipe for gyros? i developed an addiction in germany and haven't been able to find any i like in aus","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2883,2009-04-07,"jacysmith","Sentiment140","My Macbook just froze. Luckily I was able to take a screen shot of my paper and retyped the end of it. I submitted my paper 1 min. late. ","my macbook just froze luckily i was able to take a screen shot of my paper and retyped the end of it i submitted my paper min late","Negative","Negative",0,"Neutral","Neutral","Sadness",5,1,0,0,1,0,2,1,0,FALSE,"Non-Sarcastic",0
2884,2009-04-06,"TristenPelton","Sentiment140","@doriantaylor I had one outside my patio. I named him Rex. Then the gardner took him down. RIP Rex ","i had one outside my patio i named him rex then the gardner took him down rip rex","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2885,2009-04-06,"ElleCTF","Sentiment140","my whole body feels itchy and like its on fire ","my whole body feels itchy and like its on fire","Negative","Negative",0,"Neutral","Neutral","Fear",1,0,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",0
2886,2009-04-06,"yopojoe","Sentiment140","@octopuseatspie I GOT THE I CAN HAS CHEZBURGER BOOK FROM THE LOBO, AND YOU ARE NOT HERE TO LOOK AT IT WIF ME ","i got the i can has chezburger book from the lobo and you are not here to look at it wif me","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2887,2009-04-06,"mindylmm","Sentiment140","decided to rejoin aerobics cos I know I won't exercise if i don't. after paying for it, i only have RM3 left in my bag ","decided to rejoin aerobics cos i know i won't exercise if i don't after paying for it i only have rm3 left in my bag","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2888,2009-04-07,"Brokenromantic","Sentiment140","Whew i love the movie &quot;Passengers&quot; ","whew i love the movie quot passengers quot","Positive","Positive",1,"Positive","Mild Positive","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
2889,2009-04-06,"wahlbergluvr","Sentiment140","@donniewahlberg thinkn of how proud i am 2 share this ride with u &quot;thank u&quot;just doesnt say enough ill b 4ever grateful. ","thinkn of how proud i am share this ride with u quot thank u quot just doesnt say enough ill b 4ever grateful","Positive","Positive",0,"Neutral","Neutral","Anticipation",10,1,2,1,1,2,1,0,2,FALSE,"Non-Sarcastic",12.5
2890,2009-04-06,"digitales","Sentiment140","@celycarmo i'm sorry I don't understand your last comment ","i'm sorry i don't understand your last comment","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2891,2009-04-06,"MerCleve","Sentiment140","it worked! Now i have this feeling that i might have to sleep outside... ","it worked! now i have this feeling that i might have to sleep outside","Positive","Positive",0,"Neutral","Neutral","Anger",8,1,1,1,1,1,1,1,1,FALSE,"Non-Sarcastic",0
2892,2009-04-07,"joelfrancis25","Sentiment140","is going to school to do dt ","is going to school to do dt","Negative","Negative",0,"Neutral","Neutral","Trust",1,0,0,0,0,0,0,0,1,FALSE,"Non-Sarcastic",0
2893,2009-04-07,"Orcspit","Sentiment140","I am going to be 30 in a month...  Ugh ","i am going to be in a month ugh","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2894,2009-04-06,"laurakim123","Sentiment140","@ash_CT Aw dont you love that  I love for those days! Thanks about the pic ;-p","aw dont you love that i love for those days! thanks about the pic p","Positive","Positive",-2,"Negative","Mild Negative","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
2895,2009-04-07,"cbma","Sentiment140","loves clean sheets ","loves clean sheets","Positive","Positive",0,"Neutral","Neutral","Joy",2,0,0,0,0,1,0,0,1,FALSE,"Non-Sarcastic",0
2896,2009-04-06,"omg_lindsay","Sentiment140","going to san jose tomorrow to see one of my old cold stoners before the sharks game. it's gonna be a good day ","going to san jose tomorrow to see one of my old cold stoners before the sharks game it's gonna be a good day","Positive","Positive",1,"Positive","Mild Positive","Anticipation",5,0,2,0,0,1,0,1,1,FALSE,"Non-Sarcastic",0
2897,2009-04-06,"Law_Gilbert","Sentiment140","Feeling light headed and gross ","feeling light headed and gross","Negative","Negative",0,"Neutral","Neutral","Disgust",9,1,1,2,1,1,1,1,1,FALSE,"Non-Sarcastic",0
2898,2009-04-06,"mariejamora","Sentiment140","@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? ","i also send some updates in plurk but i upload photos on twitter! you didnt see any of my updates on plurk? zero?","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2899,2009-04-06,"JohnWeston","Sentiment140","Up bright and breezy this morning and looking forward to a life sorting run at lunchtime ","up bright and breezy this morning and looking forward to a life sorting run at lunchtime","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2900,2009-04-06,"BassJunkie","Sentiment140","@CartBozman don't you worry matey, I'm still around, just trying to juggle podcasting, life, and my Internet life ","don't you worry matey i'm still around just trying to juggle podcasting life and my internet life","Positive","Positive",0,"Neutral","Neutral","Anticipation",3,0,1,0,1,0,1,0,0,FALSE,"Non-Sarcastic",12.5
2901,2009-04-06,"becklyn13","Sentiment140","Hanging in Crooners. Wanna sing. Can't. Sucks. ","hanging in crooners wanna sing can't sucks","Negative","Negative",0,"Neutral","Neutral","Sadness",8,1,1,1,1,1,2,0,1,FALSE,"Non-Sarcastic",0
2902,2009-04-06,"pfspleen","Sentiment140","@M4RKM  You stuck in traffic then? My journey was traffic free this morning, if it's any help.","you stuck in traffic then? my journey was traffic free this morning if it's any help","Negative","Negative",0,"Neutral","Neutral","Anticipation",3,0,1,0,1,1,0,0,0,FALSE,"Non-Sarcastic",0
2903,2009-04-06,"LeakySpoon","Sentiment140"," Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji","body of missing northern calif girl found police have found the remains of a missing northern california girl","Negative","Negative",0,"Neutral","Neutral","Fear",9,0,0,1,3,1,1,0,3,FALSE,"Non-Sarcastic",0
2904,2009-04-06,"AKyarnie","Sentiment140","@onemoreproject that is lame ","that is lame","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2905,2009-04-06,"goodlaura","Sentiment140","@XPhile1908 &quot;convenience&quot; of the remedy &lt;---That's just cuz you are a doc!  #24","quot convenience quot of the remedy lt that's just cuz you are a doc!","Positive","Positive",0,"Neutral","Neutral","Anticipation",3,0,1,0,0,1,0,0,1,FALSE,"Non-Sarcastic",0
2906,2009-04-06,"ghoul13","Sentiment140","Up early for a change! (beats getting up in the afternoon) ","up early for a change! beats getting up in the afternoon","Positive","Positive",0,"Neutral","Neutral","Fear",1,0,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",0
2907,2009-04-06,"thebigklosowski","Sentiment140","@erinmaher Ummm... I think me and @ashumittal have used it so far.  Dunno.  I just made it up 15 mins ago.  Thought it'd be fun.  ","ummm i think me and have used it so far dunno i just made it up mins ago thought it'd be fun","Positive","Positive",0,"Neutral","Neutral","Anticipation",3,0,2,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
2908,2009-04-06,"dyannnn","Sentiment140","@nicolerichie Gossip Girl was a repeat ","gossip girl was a repeat","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2909,2009-04-07,"laowai","Sentiment140","@JCTurner Yeah, not good. Even going back to 2.2.1 didn't resolve it. ","yeah not good even going back to didn't resolve it","Negative","Negative",-1,"Negative","Mild Negative","Anticipation",4,0,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",0
2910,2009-04-07,"Laura6476","Sentiment140","I wish my iPhone would let me do the @ thing  it would be SO much easier","i wish my iphone would let me do the thing it would be so much easier","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2911,2009-04-07,"She_Mona","Sentiment140","it's unbelievable, but I somehow managed to write the whole standalone ","it's unbelievable but i somehow managed to write the whole standalone","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2912,2009-04-06,"amyg0716","Sentiment140","@suitelifeofkell that's freakin' cooool   i love twitter .haha","that's freakin' cooool i love twitter haha","Positive","Negative",1,"Positive","Mild Positive","Joy",1,0,0,0,0,1,0,0,0,TRUE,"Sarcastic",25
2913,2009-04-07,"svgrob","Sentiment140","@darylsws kids are on holidays ","kids are on holidays","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2914,2009-04-06,"SicklyInfected","Sentiment140","I wanna be in a punk rock band again ","i wanna be in a punk rock band again","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2915,2009-04-07,"JennaMadison","Sentiment140","@FFMo Glad to hear that   Professional phone sex operator. And you?","glad to hear that professional phone sex operator and you?","Positive","Positive",1,"Positive","Mild Positive","Anticipation",6,0,2,0,0,2,0,0,2,FALSE,"Non-Sarcastic",0
2916,2009-04-06,"zyree","Sentiment140","@lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now! ","umm nope think im an insomniac plus i got the flu i'lll be sleepin like a phuckin fish outta water any minute now!","Negative","Negative",0,"Neutral","Neutral","Fear",1,0,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",0
2917,2009-04-07,"lindsayevans","Sentiment140","@charp I was being all nerdy &amp; thinking they could help me with my Metropolitan Area Network ","i was being all nerdy amp thinking they could help me with my metropolitan area network","Negative","Negative",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2918,2009-04-06,"xGabii","Sentiment140","@mrskutcher Hello  How's the family goin?  hope good ;)","hello how's the family goin? hope good","Positive","Positive",1,"Positive","Mild Positive","Anticipation",8,0,2,0,0,2,0,2,2,FALSE,"Non-Sarcastic",0
2919,2009-04-06,"SOML","Sentiment140","@SashaKane Um, my kids get up at 5am &amp; need their breakfasts cooked, you ready? ","um my kids get up at 5am amp need their breakfasts cooked you ready?","Positive","Positive",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2920,2009-04-07,"snickel727","Sentiment140","Woo for three pages down and seven to go...why in heck do I procrastinate!  Goal #1 for Grad School DO NOT WAIT!!!!!","woo for three pages down and seven to go why in heck do i procrastinate! goal for grad school do not wait!!!!!","Negative","Negative",0,"Neutral","Neutral","Anticipation",2,0,1,0,0,0,0,0,1,FALSE,"Non-Sarcastic",25
2921,2009-04-06,"ItsChadLowe","Sentiment140","   man, oh man     (i should punch myself in the head, but im ok with that)","man oh man i should punch myself in the head but im ok with that","Positive","Positive",0,"Neutral","Neutral","Anger",4,1,0,0,1,0,1,1,0,FALSE,"Non-Sarcastic",12.5
2922,2009-04-06,"alias_annak","Sentiment140","@eddieizzard You wouldn't happen to still be in NYC doing gigs on Friday or Saturday next week? ","you wouldn't happen to still be in nyc doing gigs on friday or saturday next week?","Positive","Positive",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2923,2009-04-06,"DJNephilim","Sentiment140","@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. ","never been able to afford to get them out i'd much rather go through the extraction than continue with what i deal with now","Negative","Negative",0,"Neutral","Neutral","Anticipation",6,0,2,0,0,1,0,1,2,FALSE,"Non-Sarcastic",12.5
2924,2009-04-07,"chrisdahl","Sentiment140","boxee now has Pandora. Useless to me here in Oz. Boo hoo ","boxee now has pandora useless to me here in oz boo hoo","Negative","Negative",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
2925,2009-04-07,"nigiano","Sentiment140","Lookin @mellyford Bet right now. She's like kryptonite , she stops  me dead on my feet. Love my Melly ","lookin bet right now she's like kryptonite she stops me dead on my feet love my melly","Positive","Positive",1,"Positive","Mild Positive","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
2926,2009-04-06,"AmanduhhNicolee","Sentiment140","Sleepy head.. chances of actually sleeping? Slim to FUCKING NONE! ","sleepy head chances of actually sleeping? slim to fucking none!","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
2927,2009-04-06,"NiferCritter","Sentiment140","Horray!! I've been accepted into the Bazaar Bizarre Maker Faire 2009!! With 50% of accepted vendors being NEW to BazBiz, I am honored. ","horray!! i've been accepted into the bazaar bizarre maker faire !! with of accepted vendors being new to bazbiz i am honored","Positive","Positive",0,"Neutral","Neutral","Surprise",1,0,0,0,0,0,0,1,0,FALSE,"Non-Sarcastic",25
