"id","original_text","text","date","user","sentiment_score","polarity","intensity","dominant_emotion","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_confidence","fake_review_flag","credibility_score","credibility_band","topic","topic_probability"
4304,"@bethanie niiiiiiiiice.  I'd give it a shot.. if I could find blueprints for B5","niiiiiiiiice i'd give it a shot if i could find blueprints for b5",2037-10-13,"rob_caporetto",0,"Neutral","Neutral","Anger",1,0,0,1,0,1,1,0,FALSE,0,"Genuine",1,"High",3,0.352201257861635
4305,"I hate waking up in the middle of the night for no reason","i hate waking up in the middle of the night for no reason",2037-10-14,"boatsnhoesss",1,"Positive","Mild Positive","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.357575757575758
4306,"wants sum food","wants sum food",2037-10-15,"goodwin88",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,0,"Genuine",1,"High",3,0.333333333333333
4307,"Anyone got any tips for a sore throat and swollen glands? lemsip is just making me ill","anyone got any tips for a sore throat and swollen glands? lemsip is just making me ill",2037-10-16,"lisaseat",0,"Neutral","Neutral","Anger",2,0,1,1,0,2,0,0,FALSE,0,"Genuine",1,"High",3,0.361111111111111
4308,"Oh Boy.  I get to got to the field tomorrow.  Small planes are no fun.","oh boy i get to got to the field tomorrow small planes are no fun",2037-10-17,"rdeclair",0,"Neutral","Neutral","Anticipation",0,2,1,0,1,0,0,0,FALSE,0,"Genuine",1,"High",1,0.345029239766082
4309,"@worrallo lucky. &gt;_&gt; I got up at 7:05am and I overslept by an hour.","lucky gt gt i got up at 05am and i overslept by an hour",2037-10-18,"gabehabe",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,1,0,FALSE,0,"Genuine",1,"High",3,0.345679012345679
4310,"@GabrielBerlin thanks but aka-aki app for iPhone seems to be blocked by french operator bouygues telecom, it only works in WiFi","thanks but aka aki app for iphone seems to be blocked by french operator bouygues telecom it only works in wifi",2037-10-19,"tooptoop",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.350282485875706
4311,"explain how, jazmine got from http://is.gd/raX6 to http://is.gd/raWM.  perhaps im being elitist but its so disappointing","explain how jazmine got from to perhaps im being elitist but its so disappointing",2037-10-20,"sweetL80",-1.5,"Negative","Mild Negative","Sadness",0,0,0,0,0,1,0,1,FALSE,12.5,"Genuine",1,"High",3,0.345679012345679
4312,"I just found out that Max Headroom wasn't really CG!  Just latex &amp; foam prosthetic makeup and a fiberglass suit. ... Like a Jackelope!","i just found out that max headroom wasn't really cg! just latex amp foam prosthetic makeup and a fiberglass suit like a jackelope!",2037-10-21,"rossc719",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,0,"Genuine",1,"High",3,0.344444444444444
4313,"@Maeny Hahah, same here. I dropped out after elementary school. But I can't move to the U.S. without high school graduation.  German. U?","hahah same here i dropped out after elementary school but i can't move to the u s without high school graduation german u?",2037-10-22,"LeezeArray",0,"Neutral","Neutral","Trust",0,1,0,1,1,0,1,2,FALSE,25,"Genuine",1,"High",2,0.371584699453552
4314,"@jun6lee Why so harsh?","why so harsh?",2037-10-23,"TimMothE",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.34640522875817
4315,"@Nikki you're right - @innocentdrinks and Coca Cola seem like polar opposites in ethical terms  will Innocent become like Sunny Delight?","you're right and coca cola seem like polar opposites in ethical terms will innocent become like sunny delight?",2037-10-24,"nicepaul",0,"Neutral","Neutral","Anticipation",0,2,0,0,2,0,1,1,FALSE,0,"Genuine",1,"High",1,0.343915343915344
4316,"M is the only thing I know like that back of my hand","m is the only thing i know like that back of my hand",2037-10-25,"melstar001",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.339393939393939
4317,"mending my banjaxed back and watch daytime tv not fun","mending my banjaxed back and watch daytime tv not fun",2037-10-26,"Skavie",0,"Neutral","Neutral","Anticipation",0,2,0,1,1,0,0,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
4318,"Oh no,  more babysitting! I love how she springs this on me in the morning so I can't object to it","oh no more babysitting! i love how she springs this on me in the morning so i can't object to it",2037-10-27,"tynie626",-1.5,"Negative","Mild Negative","Joy",0,0,0,0,1,0,0,0,FALSE,0,"Genuine",1,"High",2,0.339393939393939
4319,"musicc&lt;3. confuseeed.","musicc lt confuseeed",2037-10-28,"kayteex394",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",0.8,"High",0,0
4320,"have got a slight hangover","have got a slight hangover",2037-10-29,"NicoleBlake22",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.371069182389937
4321,"@Schofe Dunno who is there with you, but she's no Fern","dunno who is there with you but she's no fern",2037-10-30,"FenOswin",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.352201257861635
4322,"@DeuceWT i am!!!!! then we gotta meet in Royal oak with some stylists for these shows... THEN we got a show tonight... man, ima be tired","i am!!!!! then we gotta meet in royal oak with some stylists for these shows then we got a show tonight man ima be tired",2037-10-31,"TiffaniDanyelle",-1,"Negative","Mild Negative","Trust",0,0,0,0,0,0,0,1,FALSE,25,"Genuine",0.8,"High",1,0.361111111111111
4323,"I am so sick from stress, gah, and I need sleep and it is all my fault","i am so sick from stress gah and i need sleep and it is all my fault",2037-11-01,"CathaaayM",0,"Neutral","Neutral","Sadness",0,0,1,0,0,2,0,0,FALSE,0,"Genuine",1,"High",3,0.369047619047619
4324,"@mattrs but its RED and yucky  i ordered a blue one which was pretty, and theyr not EVER getting any more in","but its red and yucky i ordered a blue one which was pretty and theyr not ever getting any more in",2037-11-02,"inekeclewer",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,1,0,1,FALSE,37.5,"Genuine",1,"High",2,0.339080459770115
4325,"blehhhhhhhhh way to early , *feels like puking*","blehhhhhhhhh way to early feels like puking",2037-11-03,"ImaMonsta",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.339393939393939
4326,"has a lot of shit to catch up on","has a lot of shit to catch up on",2037-11-04,"andreapalasi",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,1,0,FALSE,0,"Genuine",1,"High",3,0.352201257861635
4327,"@miraget  ...I just did laundry!   But now it's 7am.  Lame","i just did laundry! but now it's 7am lame",2037-11-05,"sleebee123",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.345679012345679
4328,"@mileycyrus wow early start. I havent even been to bed yet. Hope your tummy feel better soon  love your aussie fan ;) xxx","wow early start i havent even been to bed yet hope your tummy feel better soon love your aussie fan xxx",2037-11-06,"JacquiOx",-1,"Negative","Mild Negative","Anticipation",0,2,0,0,2,0,1,1,FALSE,0,"Genuine",1,"High",2,0.348717948717949
4329,"Got zoo much work to do it's not even funny","got zoo much work to do it's not even funny",2037-11-07,"porsalinh",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.369047619047619
4330,"M is the only thing I know like the back of my hand","m is the only thing i know like the back of my hand",2037-11-08,"melstar001",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.339393939393939
4331,"Trying to sort out my spazed out hair!","trying to sort out my spazed out hair!",2037-11-09,"ABBAlove",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
4332,"I don't know which show to watch tonight, I love Dancing With The Stars but I also love American Idol!","i don't know which show to watch tonight i love dancing with the stars but i also love american idol!",2037-11-10,"gelozamora",2,"Positive","Mild Positive","Anticipation",0,1,0,1,1,0,0,1,FALSE,12.5,"Genuine",0.75,"High",1,0.365591397849462
4333,"Going to watch Tales Of The Black Freighter, followed by having to go to the dentist. What a productive day today will be","going to watch tales of the black freighter followed by having to go to the dentist what a productive day today will be",2037-11-11,"adam_payne",0,"Neutral","Neutral","Anticipation",0,1,0,1,0,1,0,0,FALSE,0,"Genuine",0.75,"High",1,0.367231638418079
4334,"cannot find a picture 2 fit the image thing","cannot find a picture fit the image thing",2037-11-12,"xXM1CH3113Xx",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.357575757575758
4335,"waiting to go to work...all my family is sleeping and I am not...  not fair.","waiting to go to work all my family is sleeping and i am not not fair",2037-11-13,"DeadlyMary",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.357575757575758
4336,"@beforeyoufall @ohonefourthree I feel like shiiiit too.","i feel like shiiiit too",2037-11-14,"SupTabinator",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.358974358974359
4337,"@FrannyM101 why you ain't updating??? thats not like you!  is somethin' wrong? whuts wrong??","why you ain't updating??? thats not like you! is somethin' wrong? whuts wrong??",2037-11-15,"AmiraLoveJonas1",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",1,"High",2,0.362573099415205
4338,"Snow? Seriously?!","snow? seriously?!",2037-11-16,"_AlyssaMarie",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",0.8,"High",3,0.33974358974359
4339,"one of my teachers died yesterday","one of my teachers died yesterday",2037-11-17,"NINtrentreznor",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.345679012345679
4340,"At Gatwick. Watch on BST, body 8 hours behind on PDT","at gatwick watch on bst body hours behind on pdt",2037-11-18,"MJDodd",0,"Neutral","Neutral","Anticipation",0,1,0,1,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.364197530864198
4341,"So near yet so far.","so near yet so far",2037-11-19,"whitelight",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.371069182389937
4342,"will miss robee when he goes to sipalay","will miss robee when he goes to sipalay",2037-11-20,"dayuhan",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.352201257861635
4343,"I'm watching House and I need a hug","i'm watching house and i need a hug",2037-11-21,"stlemur",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,0,"Genuine",1,"High",1,0.345679012345679
4344,"@kariajay When I was in school I thought I'd be a millionaire at 20 and retire at 21  Look at me today :-P","when i was in school i thought i'd be a millionaire at and retire at look at me today p",2037-11-22,"luannem",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,1,FALSE,0,"Genuine",0.75,"High",2,0.393939393939394
4345,"@Godfrey_G2da3 Yup, 5 exams and 4 coursework, kmft..plus my pratical nxt mtnh!  how woz ur driving lesson? knocked over any pigeons? :p","yup exams and coursework kmft plus my pratical nxt mtnh! how woz ur driving lesson? knocked over any pigeons? p",2037-11-23,"smalljay23",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",1,0.344444444444444
4346,"On my way to work","on my way to work",2037-11-24,"J_RELL",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.33974358974359
4347,"@cuzza that sounds almost as good as nandos ;-) related; nandos have increased prices again","that sounds almost as good as nandos related nandos have increased prices again",2037-11-25,"Devar",1,"Positive","Mild Positive","Trust",0,1,0,0,1,0,1,2,FALSE,0,"Genuine",1,"High",3,0.333333333333333
4348,"Urrrr, I should be waking up right now instead I'm just going to bed  too much on the brain!","urrrr i should be waking up right now instead i'm just going to bed too much on the brain!",2037-11-26,"Inked4Jesus",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.367231638418079
4349,"An opportunity has been given... all i can do i wait and see what happens! But from past experiences it's not looking good!","an opportunity has been given all i can do i wait and see what happens! but from past experiences it's not looking good!",2037-11-27,"TriggaD",0,"Neutral","Neutral","Anticipation",0,3,0,0,1,0,1,1,FALSE,12.5,"Genuine",1,"High",2,0.384180790960452
4350,"@jessicastrust Sorry, I've run out of milk....","sorry i've run out of milk",2037-11-28,"SoyC",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.345679012345679
4351,"@jacvanek are you a superpupermegaovermodel? sorry idk precisely  but thank you for adding me here and on myspace ;P","are you a superpupermegaovermodel? sorry idk precisely but thank you for adding me here and on myspace p",2037-11-29,"Nivalboy",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.357575757575758
4352,"@colinlefevre still have never done a Brick tour","still have never done a brick tour",2037-11-30,"megs112",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.393939393939394
4353,"heeeby jebus im on twitter but oddly no one else i know is seems a lil pointless","heeeby jebus im on twitter but oddly no one else i know is seems a lil pointless",2037-12-01,"Massarina",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,12.5,"Genuine",1,"High",3,0.373563218390805
4354,"Search for chametz finished. Last bread meal tomorrow morning.","search for chametz finished last bread meal tomorrow morning",2037-12-02,"antnzdotcom",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.351190476190476
4355,"@angeluserro lol yeah i will be ok. I think my dog just scratched my eye. Like my actual eye ball. Everything is blurry in my right eye","lol yeah i will be ok i think my dog just scratched my eye like my actual eye ball everything is blurry in my right eye",2037-12-03,"Mistic_Morgue",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",0.75,"High",3,0.394871794871795
4356,"i hate work. havent done much today. im trying! i have artists block. cant draw","i hate work havent done much today im trying! i have artists block cant draw",2037-12-04,"helskibelski",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.361111111111111
4357,"just got home from training , ate dinner , now have to complete an assignment","just got home from training ate dinner now have to complete an assignment",2037-12-05,"Ben_Neal",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.350282485875706
4358,"So tell me, how do I get Spotify in Ireland? Have had no luck with poxy proxies so far","so tell me how do i get spotify in ireland? have had no luck with poxy proxies so far",2037-12-06,"paulmullin",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,0,FALSE,0,"Genuine",1,"High",2,0.351190476190476
4359,"@clarissa1017 why are you deleting your facebook account?","why are you deleting your facebook account?",2037-12-07,"Ciella_H",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",3,0.352201257861635
4360,"Have so much to do today: hand in coursework, pack and tidy (and this is the wost work) and then my shift at work from seven. Shattering","have so much to do today hand in coursework pack and tidy and this is the wost work and then my shift at work from seven shattering",2037-12-08,"SailorBiTcH",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.355191256830601
4361,"@brypie i wish lol theres like 12 friend requests and the rest is just pure junk","i wish lol theres like friend requests and the rest is just pure junk",2037-12-09,"AdamSatayer",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,25,"Genuine",1,"High",1,0.377777777777778
4362,"I miss Angiii  I miss talking too her  I love you Angiii!","i miss angiii i miss talking too her i love you angiii!",2037-12-10,"Breezaa",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,0,FALSE,0,"Genuine",0.75,"High",3,0.345679012345679
4363,"not feeling so hot today","not feeling so hot today",2037-12-11,"SpunkyMel",0,"Neutral","Neutral","Anger",2,1,1,1,1,1,1,1,FALSE,0,"Genuine",1,"High",3,0.352201257861635
4364,"@stephenfry Thanks. I now have &quot;What is love&quot; stuck in my head. What is love? Baby don't hurt me. Don't hurt me. No more","thanks i now have quot what is love quot stuck in my head what is love? baby don't hurt me don't hurt me no more",2037-12-12,"alexjs",1,"Positive","Mild Positive","Joy",1,0,0,1,2,1,0,0,FALSE,12.5,"Genuine",1,"High",3,0.391534391534392
4365,"Next US airings: Mon. Apr. 13 asdfasdfasdf. I don't wanna wait that long.","next us airings mon apr asdfasdfasdf i don't wanna wait that long",2037-12-13,"blinkexists182",0,"Neutral","Neutral","Anticipation",0,2,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.380116959064328
4366,"i am so hungry, but my lunch is in my refrigirator at home","i am so hungry but my lunch is in my refrigirator at home",2037-12-14,"bathtub4ever",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.333333333333333
4367,"@JULIE_MOORE You and me both ,bad mood, knackered and generally feel like sh*t....should have stayed in bed !","you and me both bad mood knackered and generally feel like sh t should have stayed in bed !",2037-12-15,"shelly6273",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",2,0.35632183908046
4368,"goign 2 scholl baghhh !!! -_- im tires woke up early.. fell asleep sick","goign scholl baghhh !!! im tires woke up early fell asleep sick",2037-12-16,"4ever_yash",0,"Neutral","Neutral","Sadness",0,0,1,0,0,2,0,0,FALSE,12.5,"Genuine",0.8,"High",3,0.351190476190476
4369,"Is having sleeping problems  It's four in the morning, and I am dying for a drink.","is having sleeping problems it's four in the morning and i am dying for a drink",2037-12-17,"RaeJayz",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",2,0.351190476190476
4370,"do Dairy Milk white chocolate buttons actually exist? All the ones in London have been eaten","do dairy milk white chocolate buttons actually exist? all the ones in london have been eaten",2037-12-18,"bimmusic",0,"Neutral","Neutral","Anticipation",0,2,0,0,2,0,0,2,FALSE,12.5,"Genuine",1,"High",2,0.339080459770115
4371,"@CosmopolitanUK have you tried the Kschocolat Dipping Easter Eggs http://is.gd/raZl not the best though","have you tried the kschocolat dipping easter eggs not the best though",2037-12-19,"eastereggsuk",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.339393939393939
4372,"OMG!!! It was horrible this ORAL!!!! Now, it's over but the right ORAL is in June","omg!!! it was horrible this oral!!!! now it's over but the right oral is in june",2037-12-20,"littlechoupette",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,0,0,0,FALSE,37.5,"Genuine",0.8,"High",2,0.345029239766082
4373,"@belikejoshx it hurt like a mother fucker","it hurt like a mother fucker",2037-12-21,"heylucyhey",-1,"Negative","Mild Negative","Sadness",1,1,0,1,1,2,0,1,FALSE,0,"Genuine",1,"High",3,0.352201257861635
4374,"stomach ache","stomach ache",2037-12-22,"abbbix",0,"Neutral","Neutral","Disgust",0,0,1,0,0,1,0,0,FALSE,0,"Genuine",0.8,"High",2,0.33974358974359
4375,"4 hours of school this afternoon","hours of school this afternoon",2037-12-23,"SophiaS_",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",2,0.352201257861635
4376,"Such a sunny, hot day! So beautiful but I feel so bored","such a sunny hot day! so beautiful but i feel so bored",2037-12-24,"floridecires",0,"Neutral","Neutral","Joy",1,1,0,0,2,0,1,0,FALSE,12.5,"Genuine",1,"High",3,0.351190476190476
4377,"hates having spots  http://plurk.com/p/n18zp","hates having spots",2037-12-25,"gregmbf",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.33974358974359
4379,"I'm just a girl, With a dream that got the best of me.....","i'm just a girl with a dream that got the best of me",2037-12-27,"XFearLessX",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.357575757575758
4380,"No riches for Sin","no riches for sin",2037-12-28,"khali_blache",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.34640522875817
4381,"@samscam I think I must have the same thing - thought it was a cold at first but its turned a bit nasty","i think i must have the same thing thought it was a cold at first but its turned a bit nasty",2037-12-29,"scottbw",0,"Neutral","Neutral","Anger",1,1,1,1,0,1,0,0,FALSE,12.5,"Genuine",1,"High",2,0.350282485875706
4382,"I hate to see parents cry when their kids move out. Makes me think of how my parents felt the 1st time i moved out.","i hate to see parents cry when their kids move out makes me think of how my parents felt the 1st time i moved out",2037-12-30,"jennifarter",-1,"Negative","Mild Negative","Sadness",1,1,1,1,0,2,0,0,FALSE,0,"Genuine",1,"High",3,0.365591397849462
4383,"@geteasypeasy  easy peasy is not better than ubuntu-eee 8.04....","easy peasy is not better than ubuntu eee",2037-12-31,"Rapture1781",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.364197530864198
4384,"The end of College Road Trip always makes me cry. Its just so sad!","the end of college road trip always makes me cry its just so sad!",2038-01-01,"JtErvin",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,1,0,FALSE,12.5,"Genuine",1,"High",1,0.367231638418079
4385,"The new Kate Moss Topshop collection has me gagging for summer. Still wearing winter coat. Still a ways to go yet","the new kate moss topshop collection has me gagging for summer still wearing winter coat still a ways to go yet",2038-01-02,"Fru_Gal",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.375661375661376
4386,"&quot;It's my birthday and I'll cry if I want to&quot; because now I'm 30","quot it's my birthday and i'll cry if i want to quot because now i'm",2038-01-03,"leebarton79",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,1,1,0,FALSE,12.5,"Genuine",1,"High",3,0.380116959064328
4387,"washing the dishes  boohoo","washing the dishes boohoo",2038-01-04,"graciie_xo",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.352201257861635
4388,"lost in Proximus online site/maze, between 'e-Services' and 'MyProximus'. No way to send an email to support. And @proximus is a squatter","lost in proximus online site maze between 'e services' and 'myproximus' no way to send an email to support and is a squatter",2038-01-05,"roald",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,12.5,"Genuine",1,"High",2,0.367231638418079
4389,"When did motorbike insurance get so darned expensive???  Only been not riding for a year.","when did motorbike insurance get so darned expensive??? only been not riding for a year",2038-01-06,"zombiesheep",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.351190476190476
4390,"didnt stretch before and after my oztag game... now im hurting","didnt stretch before and after my oztag game now im hurting",2038-01-07,"jillzzz",0,"Neutral","Neutral","Anger",1,0,0,1,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.345679012345679
4391,"Twitter was really messed up last night.","twitter was really messed up last night",2038-01-08,"BluegrassPundit",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.339393939393939
4392,"@danlesserinc yes I am  and yall have a G'day as well! *smiles*","yes i am and yall have a g'day as well! smiles",2038-01-09,"amyramirez",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.364197530864198
4393,"why is it so cold in the morning in april in houston","why is it so cold in the morning in april in houston",2038-01-10,"EndlessMike03",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",0.75,"High",2,0.364197530864198
4394,"@orangy68 I just hope things aren't lost somewhere","i just hope things aren't lost somewhere",2038-01-11,"avalanchelynn",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,1,1,1,FALSE,0,"Genuine",1,"High",3,0.333333333333333
4395,"Eww snow","eww snow",2038-01-12,"SamKosa",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",0.8,"High",3,0.33974358974359
4396,"@DanRaine - sorry hear that! Off to the dreaded dentist","sorry hear that! off to the dreaded dentist",2038-01-13,"MichelleF",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.345679012345679
4397,"@stephenfry missed you  hehe glad you're home Stephen!","missed you hehe glad you're home stephen!",2038-01-14,"philiplarkin",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,0,0,FALSE,0,"Genuine",1,"High",1,0.369047619047619
4398,"@aliipattz its not looking good for friday  Cheque didnt come today either. Ill speak to my mum when she gets in though x","its not looking good for friday cheque didnt come today either ill speak to my mum when she gets in though x",2038-01-15,"shezzalicious",1,"Positive","Mild Positive","Fear",1,1,1,2,1,1,1,1,FALSE,0,"Genuine",1,"High",3,0.349462365591398
4399,"@MarieLuv That is still terrible, but unfortunately these things happen.  Hope your friend wasn't too upset about being conned like that","that is still terrible but unfortunately these things happen hope your friend wasn't too upset about being conned like that",2038-01-16,"lukaswinn",-2,"Negative","Mild Negative","Anger",2,2,1,1,2,2,1,2,FALSE,12.5,"Genuine",1,"High",3,0.377777777777778
4400,"so tired   in my room chilling out. fun :|","so tired in my room chilling out fun",2038-01-17,"aamybelle",-1.5,"Negative","Mild Negative","Anticipation",0,1,0,0,1,0,0,0,FALSE,0,"Genuine",1,"High",1,0.364197530864198
4401,"after the 1000. time watching...still don't really like the 5th Harry Potter movie  sad actually, i love the book though","after the time watching still don't really like the 5th harry potter movie sad actually i love the book though",2038-01-18,"julescookies",0,"Neutral","Neutral","Anger",1,1,0,0,1,1,0,0,FALSE,0,"Genuine",0.75,"High",3,0.349462365591398
4402,"is totally wondering if the real vanessa hudgens is the one in my 'following' glory...  if it's not, that sux...","is totally wondering if the real vanessa hudgens is the one in my 'following' glory if it's not that sux",2038-01-19,"AmiraLoveJonas1",0,"Neutral","Neutral","Trust",0,1,0,0,1,0,0,2,FALSE,25,"Genuine",1,"High",3,0.345029239766082
4403,"Time to gett the dog from the wett what a shity day","time to gett the dog from the wett what a shity day",2038-01-20,"matz6677",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.352201257861635
4404,"Oh scheisse... Ashley simpson is going to be on Melrose Place? Just when i was content with ignoring her existance &amp; marriage to pete  grr","oh scheisse ashley simpson is going to be on melrose place? just when i was content with ignoring her existance amp marriage to pete grr",2038-01-21,"optimuscupcake",0,"Neutral","Neutral","Joy",0,1,0,0,2,0,0,2,FALSE,0,"Genuine",1,"High",2,0.345029239766082
4405,"Yuck this is the earliest Ive been up in awhile and its NOT fun","yuck this is the earliest ive been up in awhile and its not fun",2038-01-22,"Rebecca246",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.357575757575758
4406,"@SonnyShear I love them too. Husband, not so much. Therefore, no chimes for me","i love them too husband not so much therefore no chimes for me",2038-01-23,"MadCarlotta",1.5,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,0,FALSE,0,"Genuine",1,"High",3,0.364197530864198
4407,"i'm stiilll really bored","i'm stiilll really bored",2038-01-24,"emilin93",-1.5,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.33974358974359
4408,"can't find any friends here","can't find any friends here",2038-01-25,"annarghhx",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
